TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,English (Clements),Scientific (Clements),ORDER,FAMILY,SPECIES_GROUP,REPORT_AS,EBIRD,Scientific (AviList),English (AviList),AvibaseID,norm_com_name,taxon_order,category,species_code,bio_concept_code,primary_com_name,sci_name,order1,family,species_group,sparse_report_as,report_as,four_letter_code,extinct,extinct_year,Afrikaans,Albanian,Arabic,Armenian,Assamese,Asturleonese,Azerbaijani,Bangla (Bangladesh),Bengali (India),Bengali,Bulgarian,Catalan,Chinese - Mandarin (trad),"Chinese, Hong Kong","Chinese, Simple","Creole, Haiti",Croatian,Czech,Danish,Dutch,English (AviList)_translations,English,"English, Australia","English, Bangladesh","English, HBW","English, Hawaii","English, Hong Kong","English, IOC","English, India","English, Kenya","English, Malaysia","English, New Zealand","English, Philippines","English, South Africa","English, UAE","English, United Kingdom","English, United States",Estonian,Euskera,Faroese,Finnish,French,"French, AOS","French, Canada","French, France","French, French Guiana","French, Guadeloupe","French, Haiti",Galician,Georgian,German,Greek,Gujarati,Hebrew,Hindi,Hungarian,Icelandic,Indonesian,Italian,Japanese,Kannada,Kashmiri (India),Kazakh,Konkani,Korean,Kyrgyz,Ladakhi,Latvian,Lithuanian,Malayalam,Manipuri,Marathi,Mizo,Mongolian,Māori,Nepali (India),Nepali (Nepal),Norwegian,Odia,Persian,Polish,"Portuguese, Angola","Portuguese, Azores","Portuguese, Brazil","Portuguese, Madeira","Portuguese, Portugal","Punjabi, India",Romanian,Russian,Serbian,Slovak,Slovenian,Spanish,"Spanish, Argentina","Spanish, Chile","Spanish, Costa Rica","Spanish, Cuba","Spanish, Dominican Republic","Spanish, Ecuador","Spanish, Honduras","Spanish, Mexico","Spanish, Panama","Spanish, Paraguay","Spanish, Peru","Spanish, Puerto Rico","Spanish, Spain","Spanish, Uruguay","Spanish, Venezuela",Swedish,"Tamil, India",Telugu,Thai,Turkish,Ukrainian,Zulu,pri_com_name_indxd,authority_code,authority_ver,Scientific (AviList)_sci
24781,species,whsbul1,avibase-24B66475,White-spectacled Bulbul,Pycnonotus xanthopygos,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/whsbul1,Pycnonotus xanthopygos,White-spectacled Bulbul,avibase-24B66475,whitespectacledbulbul,24551,species,whsbul1,avibase-24B66475,White-spectacled Bulbul,Pycnonotus xanthopygos,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,whsbul1,,0,,,,بلبل اصفر العجز- بلبل,,,,,,,,Арабски бюлбюл,bulbul d'ulleres blanques,,,,,žutoguzi bulbul,bulbul arabský,Levantbulbul,Arabische buulbuul,White-spectacled Bulbul,White-spectacled Bulbul,,,White-spectacled Bulbul,,,White-spectacled Bulbul,,,,,,,,,White-spectacled Bulbul,araabia bülbül,,,arabianbulbuli,Bulbul d'Arabie,,Bulbul d'Arabie,,,,,,,Gelbsteißbülbül,Κιτρινόπυγος Πυκνονώτος,,בולבול ממושקף,,Pápaszemes bülbül,Hettuglymur,,,アラビアヒヨドリ,,,,,,,,Briļļu bulbulis,Rusvasis tamsiagalvis bulbiulis,,,,,,,,,araberbylbyl,,,bilbil arabski,,,,,Tuta-de-lunetas,,Bulbul cu ochelari,Желтогузый бюльбюль,Levantski bulbul,bylbyl okuliarnatý,Rumenoriti bulbul,Bulbul Árabe,,,,,,,,,,,,,Bulbul árabe,,,levantbulbyl,,,,Arapbülbülü,Бюльбюль аравійський,,"Bulbul, White-spectacled",EBIRD,2024,Pycnonotus xanthopygos
24782,species,blfbul1,avibase-9EF3E079,Black-fronted Bulbul,Pycnonotus nigricans,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/blfbul1,Pycnonotus nigricans,African Red-eyed Bulbul,avibase-9EF3E079,blackfrontedbulbul,24552,species,blfbul1,avibase-9EF3E079,Black-fronted Bulbul,Pycnonotus nigricans,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,blfbul1,,0,,Rooioogtiptol,,,,,,,,,,Черночел бюлбюл,bulbul ullvermell africà,,,,,crvenooki bulbul,,,Maskerbuulbuul,Black-fronted Bulbul,African Red-eyed Bulbul,,,Black-fronted Bulbul,,,African Red-eyed Bulbul,,,,,,,,,Black-fronted Bulbul,prill-bülbül,,,punasilmäbulbuli,Bulbul brunoir,,Bulbul brunoir,,,,,,,Feueraugenbülbül,,,,,,Grímuglymur,,,アカメアフリカヒヨドリ,,,,,,,,,,,,,,,,,,rødbrillebylbyl,,,bilbil czerwonooki,Bulbul-d'olhos-vermelhos,,,,,,,Чернолицый бюльбюль,Crnočeli bulbul,bylbyl kapucňový,,Bulbul Encapuchado,,,,,,,,,,,,,Bulbul encapuchado,,,rödflikig bulbyl,,,,Afrika Arapbülbülü,Бюльбюль червоноокий,iphothwelimehlabomvu,"Bulbul, Black-fronted",EBIRD,2024,Pycnonotus nigricans
24786,species,capbul1,avibase-6234824B,Cape Bulbul,Pycnonotus capensis,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/capbul1,Pycnonotus capensis,Cape Bulbul,avibase-6234824B,capebulbul,24555,species,capbul1,avibase-6234824B,Cape Bulbul,Pycnonotus capensis,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,capbul1,,0,,Kaapse Tiptol,,,,,,,,,,Капски бюлбюл,bulbul del Cap,,,,,kapski bulbul,,,Kaapse buulbuul,Cape Bulbul,Cape Bulbul,,,Cape Bulbul,,,Cape Bulbul,,,,,,,,,Cape Bulbul,sõõrsilm-bülbül,,,kapinbulbuli,Bulbul du Cap,,Bulbul du Cap,,,,,,,Kapbülbül,,,,,,,,,メジロアフリカヒヨドリ,,,,,,,,,,,,,,,,,,hvitbrillebylbyl,,,bilbil białooki,,,,,,,,Капский бюльбюль,Kapski bulbul,bylbyl tmavý,,Bulbul de El Cabo,,,,,,,,,,,,,Bulbul de El Cabo,,,kapbulbyl,,,,Kap Arapbülbülü,Бюльбюль капський,iphothwelimehlamhlophe,"Bulbul, Cape",EBIRD,2024,Pycnonotus capensis
24792,species,woowar,avibase-572C4C7F,Wood Warbler,Phylloscopus sibilatrix,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/woowar,Phylloscopus sibilatrix,Wood Warbler,avibase-572C4C7F,woodwarbler,24560,species,woowar,avibase-572C4C7F,Wood Warbler,Phylloscopus sibilatrix,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,woowar,WOWA,0,,Witpenshofsanger,Fishkëllyesi i madh,نقشارة الغاب,Ճռռան գեղգեղիկ,,Pioyina xibladora,Cır-cır yarpaqgüdən,,,,Буков певец,mosquiter xiulaire,林柳鶯,林柳鶯,林柳莺,,šumski zviždak,budníček lesní,Skovsanger,Fluiter,Wood Warbler,Wood Warbler,,,Wood Warbler,,,Wood Warbler,,,,,,,,,Wood Warbler,mets-lehelind,Txio txistularia,Skógljómari,sirittäjä,Pouillot siffleur,,Pouillot siffleur,,,,,Picafollas asubiador,თეთრმუცელა ჭივჭავი (თეთრმუცელა ყარანა),Waldlaubsänger,Δασοφυλλοσκόπος,,עלווית ירוקה,,Sisegő füzike,Grænsöngvari,,Luì verde,モリムシクイ,,,Сайрауық сарықас,,노랑턱솔새,,,Svirlītis,Žalioji pečialinda,,,,,Тарчигнаа дууч шувуу,,,,bøksanger,,سسک جنگلی,świstunka leśna,,,,,Felosa-assobiadeira,,Pitulice sfârâitoare,Пеночка-трещотка,Šumski zviždak,kolibiarik sykavý,Grmovščica,Mosquitero Silbador,,,,,,,,,,,,,Mosquitero silbador,,,grönsångare,,,,Orman Çıvgını,Вівчарик жовтобровий,ucevuzilomthuthu,"Warbler, Wood",EBIRD,2024,Phylloscopus sibilatrix
24793,species,webwar1,avibase-C00674ED,Western Bonelli's Warbler,Phylloscopus bonelli,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/webwar1,Phylloscopus bonelli,Western Bonelli's Warbler,avibase-C00674ED,westernbonelli'swarbler,24561,species,webwar1,avibase-C00674ED,Western Bonelli's Warbler,Phylloscopus bonelli,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,webwar1,,0,,,,,,,Pioyina de Bonell,,,,,Западен планински певец,mosquiter pàl·lid occidental,,,,,bjelotrbi zviždak,budníček západní,Bjergløvsanger,Bergfluiter,Western Bonelli's Warbler,Western Bonelli's Warbler,,,Western Bonelli's Warbler,,,Western Bonelli's Warbler,,,,,,,,,Western Bonelli's Warbler,lääne-lehelind,Txio lepazuria,Fjallaljómari,vuoriuunilintu,Pouillot de Bonelli,,Pouillot de Bonelli,,,,,Picafollas de papo branco,,Berglaubsänger,Δυτικός Βουνοφυλλοσκόπος,,עלווית איברית,,Bonelli-füzike,Limsöngvari,,Luì bianco,ボネリームシクイ,,,,,,,,Bonelli ķauķītis,Šviesiapilvė pečialinda,,,,,,,,,eikesanger,,,świstunka górska,,,,,Felosa-de-papo-branco,,Pitulice de munte,Светлобрюхая пеночка,Zapadni gorski zviždak,kolibiarik horský,Hribska listnica,Mosquitero Papialbo,,,,,,,,,,,,,Mosquitero papialbo,,,bergsångare,,,,Bonelli Çıvgını,Вівчарик світлочеревий,,"Warbler, Western Bonelli's",EBIRD,2024,Phylloscopus bonelli
24795,species,eabwar1,avibase-666F9FC9,Eastern Bonelli's Warbler,Phylloscopus orientalis,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/eabwar1,Phylloscopus orientalis,Eastern Bonelli's Warbler,avibase-666F9FC9,easternbonelli'swarbler,24563,species,eabwar1,avibase-666F9FC9,Eastern Bonelli's Warbler,Phylloscopus orientalis,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,eabwar1,,0,,,Fishkëllyesi gushëbardhë,نقشارة بونلي الشرقية,Բոնելլի գեղգեղիկ,,,,,,,Източен планински певец,mosquiter pàl·lid oriental,,,,,gorski zviždak,budníček balkánský,Balkanløvsanger,Balkanbergfluiter,Eastern Bonelli's Warbler,Eastern Bonelli's Warbler,,,Eastern Bonelli's Warbler,,,Eastern Bonelli's Warbler,,,,,,,,,Eastern Bonelli's Warbler,bütsantsi lehelind,Txio ekialdetarra,Ærgisljómari,balkaninuunilintu,Pouillot oriental,,Pouillot oriental,,,,,,,Balkanlaubsänger,(Ανατολικός) Βουνοφυλλοσκόπος,,עלווית לבנת-בטן,,Balkáni füzike,Furusöngvari,,Luì bianco orientale,ヒガシボネリームシクイ,,,,,,,,Balkānu ķauķītis,Rytinė pečialinda,,,,,,,,,furusanger,,سسک دمگاه‌زیتونی شرقی,świstunka złotorzytna,,,,,Felosa-do-levante,,Pitulice de munte orientală,Белобрюхая пеночка,Gorski zviždak,kolibiarik balkánsky,Vzhodna hribska listnica,Mosquitero Oriental,,,,,,,,,,,,,Mosquitero oriental,,,balkansångare,,,,Boz Çıvgın,Вівчарик золотогузий,,"Warbler, Eastern Bonelli's",EBIRD,2024,Phylloscopus orientalis
24797,species,astwar2,avibase-E3DFBF9B,Ashy-throated Warbler,Phylloscopus maculipennis,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/astwar2,Phylloscopus maculipennis,Ashy-throated Warbler,avibase-E3DFBF9B,ashythroatedwarbler,24565,species,astwar2,avibase-E3DFBF9B,Ashy-throated Warbler,Phylloscopus maculipennis,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,astwar2,,0,,,,,,,,,,,ধূসর-গলা শাখাফুটকি,Сивогуш певец,mosquiter gorjagris,,灰喉柳鶯,灰喉柳莺,,sivolici zviždak,,Gråhovedet Løvsanger,Grijskeelboszanger,Ashy-throated Warbler,Ashy-throated Warbler,,,Ashy-throated Warbler,,,Ashy-throated Warbler,,,,,,,,,Ashy-throated Warbler,hallkurk-lehelind,,,kukkauunilintu,Pouillot à face grise,,Pouillot à face grise,,,,,,,Graukehl-Laubsänger,,,,राख गला पतफुदकी,,,,,キゴシムシクイ,,,,,,,,,,,,,,,,फुस्रोकन्ठे फिस्टा,फुस्रोकण्ठे फिस्टो,gråstrupesanger,,,świstunka szarogardła,,,,,,,,Серогорлая зарничка,Pepeljastogrli zviždak,kolibiarik sivohrdlý,,Mosquitero Gorjigrís,,,,,,,,,,,,,Mosquitero gorjigrís,,,gråbröstad sångare,,,นกกระจิ๊ดคอสีเทา,Gri Boğazlı Çıvgın,Вівчарик сірогорлий,,"Warbler, Ashy-throated",EBIRD,2024,Phylloscopus maculipennis
24800,species,bubwar1,avibase-56F0521E,Buff-barred Warbler,Phylloscopus pulcher,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/bubwar1,Phylloscopus pulcher,Buff-barred Warbler,avibase-56F0521E,buffbarredwarbler,24568,species,bubwar1,avibase-56F0521E,Buff-barred Warbler,Phylloscopus pulcher,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,bubwar1,,0,,,,,,,,,,,কমলা-ডোরা শাখাফুটকি,Непалски певец,mosquiter elegant,,,橙斑翅柳莺,,narančastoprugi zviždak,,Okkerbåndet Løvsanger,Goudbandboszanger,Buff-barred Warbler,Buff-barred Warbler,,,Buff-barred Warbler,,,Buff-barred Warbler,,,,,,,,,Buff-barred Warbler,rododendroni-lehelind,,,himalajanuunilintu,Pouillot élégant,,Pouillot élégant,,,,,,,Goldbinden-Laubsänger,,,,पीलधारी पतफुदकी,,,,,チャバネムシクイ,,,,,,Алтын мыймыт,,,,,Mongba yong-maan,,,,,सुन्तलेरेखी फिस्टा,सुन्तलेरेखी फिस्टो,rododendronsanger,,,świstunka rdzawopręga,,,,,,,,Рыжеполосая зарничка,Zelenoleđi zviždak,kolibiarik rododendronový,,Mosquitero Elegante,,,,,,,,,,,,,Mosquitero elegante,,,rhododendronsångare,,,นกกระจิ๊ดแถบปีกสีส้ม,Kızıl Şeritli Çıvgın,Вівчарик золотосмугий,,"Warbler, Buff-barred",EBIRD,2024,Phylloscopus pulcher
24804,species,yebwar3,avibase-0C120038,Yellow-browed Warbler,Phylloscopus inornatus,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/yebwar3,Phylloscopus inornatus,Yellow-browed Warbler,avibase-0C120038,yellowbrowedwarbler,24571,species,yebwar3,avibase-0C120038,Yellow-browed Warbler,Phylloscopus inornatus,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,yebwar3,YBWA,0,,,,نقشارة صفراء الحاجب,,,Pioyina bilistada,Sarıqaş yarpaqgüdən,,,হলদে-ভ্রূ শাখাফুটকি,Жълтовежд певец,mosquiter de doble ratlla,黃眉柳鶯,黃眉柳鶯,黄眉柳莺,,azijski zviždak,budníček pruhohlavý,Hvidbrynet Løvsanger,Bladkoning,Yellow-browed Warbler,Yellow-browed Warbler,,,Yellow-browed Warbler,,,Yellow-browed Warbler,,,,,,,,,Yellow-browed Warbler,vööt-lehelind,Txio marrabikoa,Nilksljómari,taigauunilintu,Pouillot à grands sourcils,,Pouillot à grands sourcils,,,,,Picafollas bilistado,მკრთალი მონარჩიტო ჭივჭავი (მკრთალი მონარჩიტო ყარანა),Gelbbrauen-Laubsänger,Κιτρινόφρυδος Φυλλοσκόπος,પીતનેણ ફુત્કી,עלווית צהובת-גבות,,Vándorfüzike,Hnoðrasöngvari,Cikrak polos,Luì forestiero,キマユムシクイ,ಹಳದಿಹುಬ್ಬಿನ ಉಲಿಯಕ್ಕಿ,,Арай сарықасы,,노랑눈썹솔새,Таңчы мыймыт,,Dzeltensvītru ķauķītis,Geltonbruvė pečialinda,മഞ്ഞപ്പുരികൻ ഇലക്കുരുവി,Mongba Piyai,,,Борлог дууч шувуу,,हरित फिस्टा,हरित फिस्टो,gulbrynsanger,,سسک ابروزرد,świstunka żółtawa,,,,,Felosa-listada,ਪੀਤ-ਭਵੀਂ ਪਿੱਦੀ,Pitulice cu sprânceană galbenă,Пеночка-зарничка,Šarenokrili azijski zviždak,kolibiarik žltkastotemenný,Mušja listnica,Mosquitero Bilistado,,,,,,,,Mosquitero Cejas Amarillas,,,,,Mosquitero bilistado,,,tajgasångare,,,นกกระจิ๊ดธรรมดา,Sarı Kaşlı Çıvgın,Вівчарик лісовий,,"Warbler, Yellow-browed",EBIRD,2024,Phylloscopus inornatus
24805,species,humwar1,avibase-BC391A83,Hume's Warbler,Phylloscopus humei,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/humwar1,Phylloscopus humei,Hume's Leaf Warbler,avibase-BC391A83,hume'swarbler,24572,species,humwar1,avibase-BC391A83,Hume's Warbler,Phylloscopus humei,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,humwar1,,0,,,,نقشارة هيوم,,,Pioyina de Hume,Tutqun yarpaqgüdən,,,হিউমের শাখাফুটকি,Алтайски певец,mosquiter de Hume,淡眉柳鶯,淡眉柳鶯,淡眉柳莺,,srebrnastoprsi zviždak,budníček altajský,Himalayaløvsanger,Humes bladkoning,Hume's Warbler,Hume's Leaf Warbler,,,Hume's Leaf-warbler,,Hume's Leaf Warbler,Hume's Leaf Warbler,,,,,,,,,Hume's Warbler,tuhk-lehelind,Hume txioa,Bjargaljómari,kashmirinuunilintu,Pouillot de Hume,,Pouillot de Hume,,,,,Picafollas de Hume,ჰიუმის ჭივჭავი (ჰიუმის ყარანა),Tienschan-Laubsänger,Γκριζοφυλλοσκόπος,હ્યુમ્સ પર્ણ - ફુત્કી,עלווית לבנת-גבות,ह्यूम पतफुदकी,Himalájai füzike,Hlíðasöngvari,,Luì di Hume,バフマユムシクイ,ಪುಟ್ಟ ಎಲೆಉಲಿಯಕ್ಕಿ,,Сұр сарықас,,연노랑눈썹솔새,Хумендын мыймыт,སྡོང་འཇོལ་གསུས་སེར།,Hjūma ķauķītis,Sajaninė pečialinda,ചെറുകൊക്കൻ ഇലക്കുരുവി,,,,Хүмей дууч шувуу,,फिस्टा,चञ्चले फिस्टो,blekbrynsanger,,سسک ابروزرد هیوم,świstunka ałtajska,,,,,Felosa-de-hume,ਚੰਚਲ ਪਿੱਦੀ,Pitulice de Himalaya,Тусклая пеночка,Hjumov zviždak,kolibiarik stužkatý,Himalajska mušja listnica,Mosquitero de Hume,,,,,,,,,,,,,Mosquitero de Hume,,,bergtajgasångare,,,นกกระจิ๊ดพันธุ์หิมาลัย,Ak Kaşlı Çıvgın,Вівчарик алтайський,,"Warbler, Hume's",EBIRD,2024,Phylloscopus humei
24809,species,brlwar1,avibase-3827F740,Brooks's Leaf Warbler,Phylloscopus subviridis,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/brlwar1,Phylloscopus subviridis,Brooks's Leaf Warbler,avibase-3827F740,brooks'sleafwarbler,24576,species,brlwar1,avibase-3827F740,Brooks's Leaf Warbler,Phylloscopus subviridis,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,brlwar1,,0,,,,,,,,,,,,Пакистански певец,mosquiter de Brooks,,,布氏柳莺,,prugastoglavi zviždak,budníček koniferový,Afghansanger,Brooksbladkoninkje,Brooks's Leaf Warbler,Brooks's Leaf Warbler,,,Brooks's Leaf-warbler,,,Brooks's Leaf Warbler,,,,,,,,,Brooks's Leaf Warbler,kuuse-lehelind,,,afganistaninuunilintu,Pouillot de Brooks,,Pouillot de Brooks,,,,,,,Brookslaubsänger,,,,,,Eirsöngvari,,,アフガンムシクイ,,,,,,,,,,,,,,,,,,hindukushsanger,,,świstunka żółtozielona,,,,,,ਹਰੀ-ਪੀਲੀ ਪੱਤਰ ਪਿੱਦੀ,,Пеночка гималайская,Himalajski zviždak,kolibiarik žltosluchý,Afghanistanska listnica,Mosquitero de Brooks,,,,,,,,,,,,,Mosquitero de Brooks,,,afghansångare,,,,Brooks Çıvgını,Вівчарик афганський,,"Warbler, Brooks's Leaf",EBIRD,2024,Phylloscopus subviridis
24810,species,chilew1,avibase-5A696583,Chinese Leaf Warbler,Phylloscopus yunnanensis,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/chilew1,Phylloscopus yunnanensis,Chinese Leaf Warbler,avibase-5A696583,chineseleafwarbler,24577,species,chilew1,avibase-5A696583,Chinese Leaf Warbler,Phylloscopus yunnanensis,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,chilew1,,0,,,,,,,,,,,,Юнански певец,mosquiter de Yunnan,雲南柳鶯,雲南柳鶯,云南柳莺,,kineski zviždak,,Yunnanløvsanger,Sichuanboszanger,Chinese Leaf Warbler,Chinese Leaf Warbler,,,Chinese Leaf-warbler,,,Chinese Leaf Warbler,,,,,,,,,Chinese Leaf Warbler,huanghe lehelind,,,sichuaninuunilintu,Pouillot du Sichuan,,Pouillot du Sichuan,,,,,,,Yunnanlaubsänger,,,,,,,,,ウンナンムシクイ,,,,,연노랑허리솔새,,,,,,,,,,,,,mandarinsanger,,,świstunka syczuańska,,,,,,,,Китайская зарничка,Junanski zviždak,kolibiarik ciridavý,,Mosquitero de Sichuán,,,,,,,,,,,,,Mosquitero chino,,,kinesisk sångare,,,นกกระจิ๊ดพันธุ์จีน,Yünnan Çıvgını,Вівчарик юнанський,,"Warbler, Chinese Leaf",EBIRD,2024,Phylloscopus yunnanensis
24811,species,palwar5,avibase-943E36CA,Pallas's Leaf Warbler,Phylloscopus proregulus,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/palwar5,Phylloscopus proregulus,Pallas's Leaf Warbler,avibase-943E36CA,pallas'sleafwarbler,24578,species,palwar5,avibase-943E36CA,Pallas's Leaf Warbler,Phylloscopus proregulus,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,palwar5,PLEW,0,,,Fishkëllyesi mbretth,نقشارة بالاس,,,Pioyina de Pallas,Pallas yarpaqgüdəni,,,,Кралчев певец,mosquiter reietó,黃腰柳鶯,黃腰柳鶯,黄腰柳莺,,zlatoglavi zviždak,budníček zlatohlavý,Fuglekongesanger,Pallas' boszanger,Pallas's Leaf Warbler,Pallas's Leaf Warbler,,,Pallas's Leaf-warbler,,Pallas's Leaf Warbler,Pallas's Leaf Warbler,,,,,,,,Pallas's Warbler,Pallas's Leaf Warbler,kuld-lehelind,Txio erregetxoa,Kongsljómari,hippiäisuunilintu,Pouillot de Pallas,,Pouillot de Pallas,,,,,Picafollas de Pallas,მონარჩიტო ჭივჭავი (მონარჩიტო ყარანა),Goldhähnchen-Laubsänger,Νανοφυλλοσκόπος,,עלווית מלכילונית,,Királyfüzike,Kollsöngvari,,Luì di Pallas,カラフトムシクイ,,,Әсем сарықас,,노랑허리솔새,үч кашту мыймыт,,Sibīrijas ķauķītis,Nykštukinė pečialinda,,,,,Жирхэн дууч шувуу,,,,fuglekongesanger,,سسک گل (پالاس),świstunka złotawa,,,,,Felosa-de-pallas,,Pitulice sprâncenată,Корольковая пеночка,Palasov zviždak,kolibiarik králikovitý,Kraljičica,Mosquitero de Pallas,,,,,,,,,,,,,Mosquitero de Pallas,,,kungsfågelsångare,,,นกกระจิ๊ดตะโพกเหลืองคิ้วเหลือง,Çalıkuşu Çıvgını,Вівчарик золотомушковий,,"Warbler, Pallas's Leaf",EBIRD,2024,Phylloscopus proregulus
24812,species,ganlew1,avibase-D234BA9D,Gansu Leaf Warbler,Phylloscopus kansuensis,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/ganlew1,Phylloscopus kansuensis,Gansu Leaf Warbler,avibase-D234BA9D,gansuleafwarbler,24579,species,ganlew1,avibase-D234BA9D,Gansu Leaf Warbler,Phylloscopus kansuensis,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,ganlew1,,0,,,,,,,,,,,,Гансуенски певец,mosquiter de Gansu,,,甘肃柳莺,,gansuski zviždak,,Gansuløvsanger,Kansuboszanger,Gansu Leaf Warbler,Gansu Leaf Warbler,,,Gansu Leaf-warbler,,,Gansu Leaf Warbler,,,,,,,,,Gansu Leaf Warbler,gansu lehelind,,,gansunuunilintu,Pouillot du Gansu,,Pouillot du Gansu,,,,,,,Kansulaubsänger,,,,,,,,,カンスームシクイ,,,,,,,,,,,,,,,,,,gansusanger,,,świstunka chińska,,,,,,,,Ганьсуйская зарничка,Zviždak iz oblasti Gansu,kolibiarik mandarínsky,,Mosquitero de Gansu,,,,,,,,,,,,,Mosquitero de Gansu,,,gansusångare,,,,Gangsu Çıvgını,Вівчарик гансуйський,,"Warbler, Gansu Leaf",EBIRD,2024,Phylloscopus kansuensis
24813,species,parwar1,avibase-5D488808,Lemon-rumped Warbler,Phylloscopus chloronotus,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/parwar1,Phylloscopus chloronotus,Lemon-rumped Warbler,avibase-5D488808,lemonrumpedwarbler,24580,species,parwar1,avibase-5D488808,Lemon-rumped Warbler,Phylloscopus chloronotus,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,parwar1,,0,,,,,,,,,,,হলুদ-কোমর শাখাফুটকি,Жълтокръст певец,mosquiter dorsiclar,,,淡黄腰柳莺,,himalajski zviždak,,Lysgumpet Sanger,Groene boszanger,Lemon-rumped Warbler,Lemon-rumped Warbler,,Pale-rumped Warbler (Lemon-rumped Warbler),Lemon-rumped Leaf-warbler,,,Lemon-rumped Warbler,,,,,,,,,Lemon-rumped Warbler,himaalaja lehelind,,,tiibetinuunilintu,Pouillot à dos clair,,Pouillot à dos clair,,,,,,,Gelbbürzel-Laubsänger,,નાની ફૂત્કી,,पिलपुट्ठी पतफुदकी,,,,,ウスゴシムシクイ,,,,,,,སྡོང་འཇོལ་སྐེད་སེར།,,,,,,,,,पितकोटी फिस्टा,पीतकटी फिस्टो,blekgumpsanger,,,świstunka nepalska,,,,,,ਪਿੱਦੀ ਪੀਤ-ਪੁੜਾ,,Гималайская зарничка,Limunoleđi zviždak,kolibiarik čečinový,,Mosquitero Dorsiclaro,,,,,,,,,,,,,Mosquitero dorsiclaro,,,sydlig kungsfågelsångare,,,,Açık Sokumlu Çıvgın,Вівчарик непальський,,"Warbler, Lemon-rumped",EBIRD,2024,Phylloscopus chloronotus
24816,species,siclew1,avibase-75889921,Sichuan Leaf Warbler,Phylloscopus forresti,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,https://ebird.org/species/siclew1,Phylloscopus forresti,Sichuan Leaf Warbler,avibase-75889921,sichuanleafwarbler,24583,species,siclew1,avibase-75889921,Sichuan Leaf Warbler,Phylloscopus forresti,Passeriformes,Phylloscopidae (Leaf Warblers),Leaf Warblers,,siclew1,,0,,,,,,,,,,,,Съчуански певец,mosquiter de Sichuan,,,四川柳莺,,žutoleđi zviždak,,Sichuanløvsanger,Yunnanboszanger,Sichuan Leaf Warbler,Sichuan Leaf Warbler,,,Sichuan Leaf-warbler,,,Sichuan Leaf Warbler,,,,,,,,,Sichuan Leaf Warbler,sichuani lehelind,,,,Pouillot du Lijiang,,Pouillot du Lijiang,,,,,,,Sichuanlaubsänger,,,,,,,,,シセンムシクイ,,,,,,,,,,,,,,,,,,sichuansanger,,,świstunka świerkowa,,,,,,,,Сычуаньская зарничка,Sečuanski zviždak,kolibiarik čínsky,,Mosquitero de Lichiang,,,,,,,,,,,,,Mosquitero de Sichuán,,,sichuansångare,,,นกกระจิ๊ดตะโพกเหลืองเสฉวน,Siçuan Çıvgını,Вівчарик сичуанський,,"Warbler, Sichuan Leaf",EBIRD,2024,Phylloscopus forresti
