Scientific (Clements),TAGS,AVIBASE,CONS_STATUS
Alle alle,UB::Canada::Common UB::Canada::British-Columbia::Rare/Accidental UB::Canada::Manitoba::Rare/Accidental UB::Canada::New-Brunswick::Common UB::Canada::Newfoundland-and-Labrador::Common UB::Canada::Nova-Scotia::Common UB::Canada::Northwest-Territories::Rare/Accidental UB::Canada::Nunavut::Common UB::Canada::Ontario::Rare/Accidental UB::Canada::Prince-Edward-Island::Rare/Accidental UB::Canada::Québec::Common UB::Saint-Pierre-et-Miquelon::Common UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::East-North-Central::Common UB::United-States::Middle-Atlantic::Common UB::United-States::New-England::Common UB::United-States::Pacific::Common UB::United-States::South-Atlantic::Common UB::United-States::West-North-Central::Rare/Accidental UB::United-States::Alaska::Rare/Accidental UB::United-States::Connecticut::Rare/Accidental UB::United-States::Delaware::Common UB::United-States::Florida::Rare/Accidental UB::United-States::Georgia::Rare/Accidental UB::United-States::Illinois::Rare/Accidental UB::United-States::Massachusetts::Common UB::United-States::Maryland::Common UB::United-States::Maine::Common UB::United-States::Michigan::Rare/Accidental UB::United-States::Minnesota::Rare/Accidental UB::United-States::North-Carolina::Common UB::United-States::New-Hampshire::Common UB::United-States::New-Jersey::Common UB::United-States::New-York::Rare/Accidental UB::United-States::Pennsylvania::Rare/Accidental UB::United-States::Rhode-Island::Common UB::United-States::South-Carolina::Rare/Accidental UB::United-States::Virginia::Common UB::United-States::Vermont::Rare/Accidental UB::United-States::Wisconsin::Rare/Accidental UB::Bermuda::Rare/Accidental UB::Bahamas::Rare/Accidental UB::Cuba::Rare/Accidental UB::Turks-and-Caicos-Islands::Rare/Accidental UB::Iceland::Common UB::Norway::Common UB::Sweden::Common UB::Finland::Common UB::Denmark::Common UB::Faroe-Islands::Common UB::Greenland::Common UB::United-Kingdom::Common UB::Ireland::Rare/Accidental UB::Netherlands::Common UB::Belgium::Rare/Accidental UB::France::Common UB::Portugal::Common UB::Spain::Rare/Accidental UB::Germany::Common UB::Austria::Rare/Accidental UB::Italy::Rare/Accidental UB::Estonia::Rare/Accidental UB::Latvia::Common UB::Lithuania::Rare/Accidental UB::Poland::Rare/Accidental UB::Czechia::Rare/Accidental UB::Malta::Rare/Accidental UB::Ukraine::Rare/Accidental UB::Morocco::Rare/Accidental UB::Russian-Federation::Common UB::Russian-Federation::Russia-(Europe)::Common UB::Russian-Federation::Central-Federal-District::Common UB::Russian-Federation::Northwestern-Federal-District::Common UB::Russian-Federation::Siberia::Common UB::Russian-Federation::Central-Siberia::Common UB::Russian-Federation::Siberian-Federal-District::Common UB::Russian-Federation::Far-Eastern-Federal-District::Common UB::South-Korea::Rare/Accidental UB::Japan::Rare/Accidental  UB::Western-Palearctic::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B0932D89F1F74318,Least concern
Uria lomvia,UB::Canada::Common UB::Canada::British-Columbia::Rare/Accidental UB::Canada::New-Brunswick::Common UB::Canada::Newfoundland-and-Labrador::Common UB::Canada::Nova-Scotia::Common UB::Canada::Northwest-Territories::Common UB::Canada::Nunavut::Common UB::Canada::Ontario::Rare/Accidental UB::Canada::Prince-Edward-Island::Rare/Accidental UB::Canada::Québec::Common UB::Canada::Yukon::Rare/Accidental UB::Saint-Pierre-et-Miquelon::Common UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::East-North-Central::Common UB::United-States::Middle-Atlantic::Common UB::United-States::New-England::Common UB::United-States::Pacific::Common UB::United-States::South-Atlantic::Common UB::United-States::West-North-Central::Common UB::United-States::Alaska::Common UB::United-States::California::Rare/Accidental UB::United-States::Connecticut::Rare/Accidental UB::United-States::District-of-Columbia::Rare/Accidental UB::United-States::Delaware::Rare/Accidental UB::United-States::Florida::Rare/Accidental UB::United-States::Iowa::Rare/Accidental UB::United-States::Indiana::Rare/Accidental UB::United-States::Massachusetts::Common UB::United-States::Maryland::Rare/Accidental UB::United-States::Maine::Common UB::United-States::Michigan::Rare/Accidental UB::United-States::North-Carolina::Rare/Accidental UB::United-States::New-Hampshire::Common UB::United-States::New-Jersey::Rare/Accidental UB::United-States::New-York::Rare/Accidental UB::United-States::Ohio::Rare/Accidental UB::United-States::Oregon::Rare/Accidental UB::United-States::Pennsylvania::Rare/Accidental UB::United-States::Rhode-Island::Common UB::United-States::South-Carolina::Rare/Accidental UB::United-States::Virginia::Rare/Accidental UB::United-States::Vermont::Rare/Accidental UB::United-States::Washington::Rare/Accidental UB::United-States::Wisconsin::Rare/Accidental UB::Iceland::Common UB::Norway::Common UB::Sweden::Rare/Accidental UB::Finland::Rare/Accidental UB::Denmark::Rare/Accidental UB::Faroe-Islands::Common UB::Greenland::Common UB::United-Kingdom::Rare/Accidental UB::Ireland::Rare/Accidental UB::Netherlands::Rare/Accidental UB::Belgium::Rare/Accidental UB::France::Rare/Accidental UB::Portugal::Rare/Accidental UB::Germany::Rare/Accidental UB::Austria::Rare/Accidental UB::Italy::Rare/Accidental UB::Latvia::Uncertain-origin UB::Poland::Rare/Accidental UB::Russian-Federation::Common UB::Russian-Federation::Russia-(Europe)::Common UB::Russian-Federation::Central-Federal-District::Common UB::Russian-Federation::Northwestern-Federal-District::Common UB::Russian-Federation::Urals-Federal-District::Common UB::Russian-Federation::Siberia::Common UB::Russian-Federation::Central-Siberia::Common UB::Russian-Federation::Siberian-Federal-District::Common UB::Russian-Federation::Far-Eastern-Federal-District::Common UB::South-Korea::Rare/Accidental UB::Japan::Common  UB::Western-Palearctic::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B70B5840ABCD5CFC,Least concern
Uria aalge,UB::Canada::Common UB::Canada::British-Columbia::Common UB::Canada::New-Brunswick::Common UB::Canada::Newfoundland-and-Labrador::Common UB::Canada::Nova-Scotia::Common UB::Canada::Nunavut::Rare/Accidental UB::Canada::Prince-Edward-Island::Rare/Accidental UB::Canada::Québec::Common UB::Canada::Yukon::Rare/Accidental UB::Saint-Pierre-et-Miquelon::Common UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::Middle-Atlantic::Common UB::United-States::New-England::Common UB::United-States::Pacific::Common UB::United-States::South-Atlantic::Common UB::United-States::Alaska::Common UB::United-States::California::Common UB::United-States::Connecticut::Rare/Accidental UB::United-States::Delaware::Rare/Accidental UB::United-States::Florida::Rare/Accidental UB::United-States::Massachusetts::Common UB::United-States::Maryland::Rare/Accidental UB::United-States::Maine::Common UB::United-States::North-Carolina::Rare/Accidental UB::United-States::New-Hampshire::Common UB::United-States::New-Jersey::Rare/Accidental UB::United-States::New-York::Rare/Accidental UB::United-States::Oregon::Common UB::United-States::Rhode-Island::Common UB::United-States::South-Carolina::Rare/Accidental UB::United-States::Virginia::Rare/Accidental UB::United-States::Vermont::Rare/Accidental UB::United-States::Washington::Common UB::Mexico::Common UB::Iceland::Common UB::Norway::Common UB::Sweden::Common UB::Finland::Common UB::Denmark::Common UB::Faroe-Islands::Common UB::Greenland::Common UB::United-Kingdom::Common UB::Ireland::Common UB::Netherlands::Common UB::Belgium::Common UB::France::Common UB::Portugal::Common UB::Spain::Common UB::Gibraltar::Rare/Accidental UB::Switzerland::Rare/Accidental UB::Germany::Common UB::Austria::Rare/Accidental UB::Italy::Rare/Accidental UB::Estonia::Rare/Accidental UB::Latvia::Common UB::Lithuania::Common UB::Poland::Common UB::Czechia::Rare/Accidental UB::Malta::Rare/Accidental UB::Bulgaria::Rare/Accidental UB::Morocco::Rare/Accidental UB::Algeria::Rare/Accidental UB::Western-Sahara::Rare/Accidental UB::Mauritania::Rare/Accidental UB::Cape-Verde::Common UB::Russian-Federation::Common UB::Russian-Federation::Russia-(Europe)::Common UB::Russian-Federation::Northwestern-Federal-District::Common UB::Russian-Federation::Siberia::Common UB::Russian-Federation::Central-Siberia::Common UB::Russian-Federation::Far-Eastern-Federal-District::Common UB::North-Korea::Common UB::South-Korea::Rare/Accidental UB::Japan::Common UB::Taiwan::Rare/Accidental  UB::Western-Palearctic::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=39F29B55EF9A542F,Least concern
Synthliboramphus antiquus,UB::Canada::Common UB::Canada::Alberta::Rare/Accidental UB::Canada::British-Columbia::Common UB::Canada::Manitoba::Rare/Accidental UB::Canada::New-Brunswick::Rare/Accidental UB::Canada::Ontario::Rare/Accidental UB::Canada::Québec::Rare/Accidental UB::Canada::Saskatchewan::Rare/Accidental UB::Canada::Yukon::Rare/Accidental UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::East-North-Central::Rare/Accidental UB::United-States::East-South-Central::Common UB::United-States::Middle-Atlantic::Rare/Accidental UB::United-States::Mountain::Common UB::United-States::New-England::Common UB::United-States::Pacific::Common UB::United-States::South-Atlantic::Rare/Accidental UB::United-States::West-North-Central::Common UB::United-States::West-South-Central::Rare/Accidental UB::United-States::Alaska::Common UB::United-States::California::Common UB::United-States::Colorado::Rare/Accidental UB::United-States::Delaware::Rare/Accidental UB::United-States::Florida::Rare/Accidental UB::United-States::Hawaii::Rare/Accidental UB::United-States::Hawaii-Windward-Islands::Rare/Accidental UB::United-States::Iowa::Rare/Accidental UB::United-States::Idaho::Rare/Accidental UB::United-States::Illinois::Rare/Accidental UB::United-States::Indiana::Rare/Accidental UB::United-States::Louisiana::Rare/Accidental UB::United-States::Massachusetts::Rare/Accidental UB::United-States::Maine::Rare/Accidental UB::United-States::Michigan::Rare/Accidental UB::United-States::Minnesota::Rare/Accidental UB::United-States::Montana::Rare/Accidental UB::United-States::Nebraska::Rare/Accidental UB::United-States::New-Mexico::Rare/Accidental UB::United-States::Nevada::Rare/Accidental UB::United-States::New-York::Rare/Accidental UB::United-States::Ohio::Rare/Accidental UB::United-States::Oregon::Common UB::United-States::Pennsylvania::Rare/Accidental UB::United-States::South-Dakota::Rare/Accidental UB::United-States::Tennessee::Common UB::United-States::Utah::Rare/Accidental UB::United-States::Virginia::Rare/Accidental UB::United-States::Vermont::Rare/Accidental UB::United-States::Washington::Common UB::United-States::Wisconsin::Rare/Accidental UB::United-States::Wyoming::Rare/Accidental UB::Mexico::Rare/Accidental UB::Iceland::Rare/Accidental UB::Sweden::Rare/Accidental UB::Finland::Rare/Accidental UB::Denmark::Rare/Accidental UB::United-Kingdom::Rare/Accidental UB::Spain::Rare/Accidental UB::Russian-Federation::Common UB::Russian-Federation::Siberia::Common UB::Russian-Federation::Far-Eastern-Federal-District::Common UB::China::Common UB::China::Guangdong::Common UB::China::Hebei::Common UB::China::Tianjin::Common UB::China::Shandong::Common UB::China::Jiangsu::Common UB::China::Fujian::Common UB::China::Zhejiang::Common UB::China::Shanghai::Common UB::China::Liaoning::Common UB::North-Korea::Common UB::South-Korea::Common UB::Japan::Common UB::Taiwan::Rare/Accidental UB::Hong-Kong::Common UB::Vietnam::Rare/Accidental UB::Thailand::Rare/Accidental  UB::Western-Palearctic::Rare/Accidental,https://avibase.bsc-eoc.org/species.jsp?avibaseid=ACA4FEFE451B4BD8,Least concern
Synthliboramphus wumizusume,UB::Russian-Federation::Common UB::Russian-Federation::Far-Eastern-Federal-District::Rare/Accidental UB::China::Common UB::South-Korea::Rare/Accidental UB::Japan::Common UB::Taiwan::Rare/Accidental UB::Hong-Kong::Rare/Accidental UB::US-Minor-Outlying-Islands::Rare/Accidental,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A332A7CEC3459F1A,Vulnerable
Synthliboramphus scrippsi,UB::Canada::Common UB::Canada::British-Columbia::Rare/Accidental UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::Pacific::Common UB::United-States::Alaska::Uncertain-origin UB::United-States::California::Common UB::United-States::Oregon::Common UB::United-States::Washington::Common UB::Mexico::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=85FE327B1C501F44,Vulnerable
Synthliboramphus hypoleucus,UB::Canada::Rare/Accidental UB::Canada::British-Columbia::Rare/Accidental UB::United-States::Rare/Accidental UB::United-States::US-lower-48::Rare/Accidental UB::United-States::Pacific::Rare/Accidental UB::United-States::California::Rare/Accidental UB::United-States::Oregon::Rare/Accidental UB::United-States::Washington::Rare/Accidental UB::Mexico::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=2A8D086D6693F805,Endangered
Synthliboramphus craveri,UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::Pacific::Common UB::United-States::California::Common UB::Mexico::Breeding-endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E04DDBBB442FAAC9,Vulnerable
Creagrus furcatus,UB::United-States::Rare/Accidental UB::United-States::US-lower-48::Rare/Accidental UB::United-States::Pacific::Rare/Accidental UB::United-States::California::Rare/Accidental UB::United-States::Washington::Rare/Accidental UB::Mexico::Rare/Accidental UB::Guatemala::Rare/Accidental UB::Costa-Rica::Rare/Accidental UB::Panama::Rare/Accidental UB::Colombia::Common UB::Colombia::Pacífica::Common UB::Colombia::Cauca::Common UB::Colombia::Nariño::Common UB::Colombia::Valle-del-Cauca::Common UB::Ecuador::Common UB::Ecuador::Ecuador-(mainland)::Common UB::Ecuador::Costa::Common UB::Ecuador::Esmeraldas::Common UB::Ecuador::Guayas-&-Santa-Elena::Common UB::Ecuador::Guayas::Common UB::Ecuador::Santa-Elena::Common UB::Ecuador::Manabí::Common UB::Ecuador::Insular::Breeding-endemic UB::Ecuador::Galápagos::Near-endemic UB::Peru::Common UB::Peru::Arequipa::Common UB::Peru::Arequipa::Common UB::Peru::Gran-Chavín::Common UB::Peru::Ancash::Common UB::Peru::Grau::Common UB::Peru::Piura::Common UB::Peru::Tumbes::Common UB::Peru::José-Carlos-Mariátegui::Common UB::Peru::Moquegua::Common UB::Peru::Tacna::Common UB::Peru::Lima-y-Callao::Common UB::Peru::Callao::Common UB::Peru::Lima::Common UB::Peru::Lima-Province::Common UB::Peru::Los-Libertadores-Wari::Common UB::Peru::Ica::Common UB::Peru::Nor-Oriental-del-Marañón::Common UB::Peru::Lambayeque::Common UB::Peru::San-Martín-La-Libertad::Common UB::Peru::La-Libertad::Common UB::Chile::Common UB::Argentina::Rare/Accidental,https://avibase.bsc-eoc.org/species.jsp?avibaseid=07357A2592045462,Least concern
Hydrocoloeus minutus,UB::Canada::Common UB::Canada::Alberta::Rare/Accidental UB::Canada::British-Columbia::Rare/Accidental UB::Canada::Manitoba::Common UB::Canada::New-Brunswick::Common UB::Canada::Newfoundland-and-Labrador::Rare/Accidental UB::Canada::Nova-Scotia::Rare/Accidental UB::Canada::Nunavut::Common UB::Canada::Ontario::Common UB::Canada::Prince-Edward-Island::Rare/Accidental UB::Canada::Québec::Common UB::Canada::Saskatchewan::Rare/Accidental UB::Canada::Yukon::Rare/Accidental UB::Saint-Pierre-et-Miquelon::Rare/Accidental UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::East-North-Central::Common UB::United-States::East-South-Central::Common UB::United-States::Middle-Atlantic::Common UB::United-States::Mountain::Common UB::United-States::New-England::Common UB::United-States::Pacific::Common UB::United-States::South-Atlantic::Common UB::United-States::West-North-Central::Common UB::United-States::West-South-Central::Common UB::United-States::Alaska::Rare/Accidental UB::United-States::Alabama::Rare/Accidental UB::United-States::Arkansas::Common UB::United-States::Arizona::Rare/Accidental UB::United-States::California::Rare/Accidental UB::United-States::Colorado::Rare/Accidental UB::United-States::Connecticut::Common UB::United-States::District-of-Columbia::Common UB::United-States::Delaware::Common UB::United-States::Florida::Rare/Accidental UB::United-States::Georgia::Rare/Accidental UB::United-States::Iowa::Rare/Accidental UB::United-States::Idaho::Rare/Accidental UB::United-States::Illinois::Rare/Accidental UB::United-States::Indiana::Rare/Accidental UB::United-States::Kansas::Common UB::United-States::Kentucky::Rare/Accidental UB::United-States::Louisiana::Rare/Accidental UB::United-States::Massachusetts::Common UB::United-States::Maryland::Common UB::United-States::Maine::Common UB::United-States::Michigan::Common UB::United-States::Minnesota::Common UB::United-States::Missouri::Rare/Accidental UB::United-States::Mississippi::Rare/Accidental UB::United-States::Montana::Rare/Accidental UB::United-States::North-Carolina::Common UB::United-States::North-Dakota::Rare/Accidental UB::United-States::Nebraska::Rare/Accidental UB::United-States::New-Hampshire::Common UB::United-States::New-Jersey::Common UB::United-States::New-Mexico::Rare/Accidental UB::United-States::Nevada::Rare/Accidental UB::United-States::New-York::Common UB::United-States::Ohio::Common UB::United-States::Oklahoma::Common UB::United-States::Oregon::Rare/Accidental UB::United-States::Pennsylvania::Common UB::United-States::Rhode-Island::Rare/Accidental UB::United-States::South-Carolina::Rare/Accidental UB::United-States::South-Dakota::Rare/Accidental UB::United-States::Tennessee::Rare/Accidental UB::United-States::Texas::Common UB::United-States::Utah::Rare/Accidental UB::United-States::Virginia::Common UB::United-States::Vermont::Common UB::United-States::Washington::Rare/Accidental UB::United-States::Wisconsin::Rare/Accidental UB::United-States::West-Virginia::Rare/Accidental UB::United-States::Wyoming::Rare/Accidental UB::Mexico::Rare/Accidental UB::Guatemala::Rare/Accidental UB::Bermuda::Rare/Accidental UB::Puerto-Rico::Rare/Accidental UB::Barbados::Rare/Accidental UB::Colombia::Rare/Accidental UB::Colombia::Pacífica::Rare/Accidental UB::Colombia::Valle-del-Cauca::Rare/Accidental UB::French-Guiana::Rare/Accidental UB::Ecuador::Rare/Accidental UB::Ecuador::Insular::Rare/Accidental UB::Ecuador::Galápagos::Rare/Accidental UB::Iceland::Rare/Accidental UB::Norway::Common UB::Sweden::Common UB::Finland::Common UB::Denmark::Common UB::Faroe-Islands::Rare/Accidental UB::Greenland::Rare/Accidental UB::United-Kingdom::Common UB::Ireland::Common UB::Netherlands::Common UB::Belgium::Common UB::Luxembourg::Common UB::France::Common UB::Portugal::Common UB::Spain::Common UB::Gibraltar::Common UB::Monaco::Common UB::Switzerland::Common UB::Liechtenstein::Common UB::Germany::Common UB::Austria::Rare/Accidental UB::Italy::Common UB::Estonia::Common UB::Latvia::Common UB::Lithuania::Common UB::Belarus::Rare/Accidental UB::Poland::Common UB::Czechia::Common UB::Slovakia::Common UB::Hungary::Common UB::Slovenia::Common UB::Croatia::Common UB::Bosnia-and-Herzegovina::Common UB::Serbia::Common UB::Kosovo::Common UB::Montenegro::Common UB::Albania::Common UB::North-Macedonia::Common UB::Greece::Common UB::Malta::Common UB::Bulgaria::Common UB::Romania::Common UB::Ukraine::Common UB::Moldova::Common UB::Morocco::Common UB::Algeria::Common UB::Tunisia::Common UB::Western-Sahara::Common UB::Libya::Common UB::Egypt::Common UB::Mauritania::Common UB::Senegal::Rare/Accidental UB::Gambia::Rare/Accidental UB::Mali::Rare/Accidental UB::Sierra-Leone::Rare/Accidental UB::Ghana::Rare/Accidental UB::Nigeria::Rare/Accidental UB::Cameroon::Rare/Accidental UB::Gabon::Rare/Accidental UB::Angola::Rare/Accidental UB::Sudan::Rare/Accidental UB::Kenya::Rare/Accidental UB::Turkey::Common UB::Cyprus::Common UB::Syria::Common UB::Lebanon::Common UB::Israel::Common UB::Palestine::Common UB::Jordan::Common UB::Saudi-Arabia::Rare/Accidental UB::United-Arab-Emirates::Rare/Accidental UB::Qatar::Rare/Accidental UB::Bahrain::Rare/Accidental UB::Kuwait::Rare/Accidental UB::Iraq::Rare/Accidental UB::Iran::Common UB::Armenia::Common UB::Azerbaijan::Common UB::Georgia::Common UB::Russian-Federation::Common UB::Russian-Federation::Russia-(Europe)::Common UB::Russian-Federation::Southern-Federal-District::Common UB::Russian-Federation::Central-Federal-District::Common UB::Russian-Federation::Northwestern-Federal-District::Common UB::Russian-Federation::Volga-Federal-District::Common UB::Russian-Federation::Urals-Federal-District::Common UB::Russian-Federation::Siberia::Common UB::Russian-Federation::Central-Siberia::Common UB::Russian-Federation::Siberian-Federal-District::Common UB::Russian-Federation::Far-Eastern-Federal-District::Common UB::Kazakhstan::Common UB::Uzbekistan::Rare/Accidental UB::Turkmenistan::Common UB::Kyrgyzstan::Common UB::Tajikistan::Common UB::Afghanistan::Rare/Accidental UB::Mongolia::Common UB::China::Common UB::China::Xinjiang-Uighur::Common UB::China::Tibet::Common UB::China::Qinghai::Common UB::China::Sichuan::Common UB::China::Yunnan::Common UB::China::Inner-Mongolia::Common UB::China::Guangdong::Common UB::China::Hebei::Rare/Accidental UB::China::Beijing::Common UB::China::Tianjin::Common UB::China::Shandong::Common UB::China::Jiangsu::Common UB::China::Fujian::Common UB::China::Zhejiang::Common UB::China::Liaoning::Common UB::China::Heilongjiang::Common UB::Pakistan::Rare/Accidental UB::India::Rare/Accidental UB::India::Gangetic-plain::Rare/Accidental UB::India::Uttar-Pradesh::Rare/Accidental UB::India::Northeast::Rare/Accidental UB::India::Assam::Rare/Accidental UB::India::Arid-northwest::Rare/Accidental UB::India::Delhi::Rare/Accidental UB::India::Gujarat::Rare/Accidental UB::India::Haryana::Rare/Accidental UB::India::Punjab::Rare/Accidental UB::India::Southwest::Rare/Accidental UB::India::Goa::Rare/Accidental UB::India::Karnataka::Rare/Accidental UB::India::Maharashtra::Rare/Accidental UB::India::Western-Himalayas::Rare/Accidental UB::India::Himachal-Pradesh::Rare/Accidental UB::India::Jammu-and-Kashmir-(incl.-Ladakh)::Rare/Accidental UB::India::Jammu-and-Kashmir::Rare/Accidental UB::India::Ladakh::Rare/Accidental UB::India::Uttarakhand::Rare/Accidental UB::Japan::Rare/Accidental UB::Taiwan::Rare/Accidental UB::Hong-Kong::Rare/Accidental UB::Thailand::Rare/Accidental UB::Malaysia::Rare/Accidental UB::Philippines::Rare/Accidental  UB::Western-Palearctic::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F89FD6E3A367C008,Least concern
Rhodostethia rosea,UB::Canada::Common UB::Canada::Alberta::Rare/Accidental UB::Canada::British-Columbia::Rare/Accidental UB::Canada::Manitoba::Rare/Accidental UB::Canada::Newfoundland-and-Labrador::Rare/Accidental UB::Canada::Nova-Scotia::Rare/Accidental UB::Canada::Nunavut::Common UB::Canada::Ontario::Rare/Accidental UB::Canada::Québec::Rare/Accidental UB::Canada::Saskatchewan::Rare/Accidental UB::Canada::Yukon::Rare/Accidental UB::United-States::Common UB::United-States::US-lower-48::Rare/Accidental UB::United-States::East-North-Central::Common UB::United-States::Middle-Atlantic::Common UB::United-States::Mountain::Rare/Accidental UB::United-States::New-England::Rare/Accidental UB::United-States::Pacific::Common UB::United-States::South-Atlantic::Rare/Accidental UB::United-States::West-North-Central::Common UB::United-States::Alaska::Common UB::United-States::California::Rare/Accidental UB::United-States::Colorado::Rare/Accidental UB::United-States::Connecticut::Rare/Accidental UB::United-States::Delaware::Rare/Accidental UB::United-States::Iowa::Rare/Accidental UB::United-States::Idaho::Rare/Accidental UB::United-States::Illinois::Rare/Accidental UB::United-States::Indiana::Rare/Accidental UB::United-States::Kansas::Rare/Accidental UB::United-States::Massachusetts::Rare/Accidental UB::United-States::Maryland::Rare/Accidental UB::United-States::Michigan::Rare/Accidental UB::United-States::Minnesota::Rare/Accidental UB::United-States::Missouri::Common UB::United-States::Montana::Rare/Accidental UB::United-States::North-Dakota::Rare/Accidental UB::United-States::Nebraska::Rare/Accidental UB::United-States::New-Hampshire::Rare/Accidental UB::United-States::New-Jersey::Rare/Accidental UB::United-States::New-York::Rare/Accidental UB::United-States::Ohio::Rare/Accidental UB::United-States::Oregon::Rare/Accidental UB::United-States::Pennsylvania::Rare/Accidental UB::United-States::Rhode-Island::Rare/Accidental UB::United-States::South-Dakota::Rare/Accidental UB::United-States::Washington::Rare/Accidental UB::United-States::Wisconsin::Rare/Accidental UB::United-States::Wyoming::Rare/Accidental UB::Iceland::Rare/Accidental UB::Norway::Rare/Accidental UB::Sweden::Rare/Accidental UB::Finland::Rare/Accidental UB::Denmark::Rare/Accidental UB::Faroe-Islands::Rare/Accidental UB::Greenland::Common UB::United-Kingdom::Rare/Accidental UB::Ireland::Rare/Accidental UB::Netherlands::Rare/Accidental UB::Belgium::Rare/Accidental UB::France::Rare/Accidental UB::Portugal::Rare/Accidental UB::Spain::Rare/Accidental UB::Germany::Rare/Accidental UB::Italy::Rare/Accidental UB::Estonia::Rare/Accidental UB::Latvia::Rare/Accidental UB::Lithuania::Rare/Accidental UB::Poland::Rare/Accidental UB::North-Macedonia::Rare/Accidental UB::Russian-Federation::Common UB::Russian-Federation::Russia-(Europe)::Common UB::Russian-Federation::Northwestern-Federal-District::Common UB::Russian-Federation::Siberia::Common UB::Russian-Federation::Central-Siberia::Common UB::Russian-Federation::Siberian-Federal-District::Common UB::Russian-Federation::Far-Eastern-Federal-District::Common UB::Turkmenistan::Rare/Accidental UB::Mongolia::Rare/Accidental UB::China::Rare/Accidental UB::China::Liaoning::Common UB::Japan::Rare/Accidental UB::Taiwan::Rare/Accidental  UB::Western-Palearctic::Rare/Accidental,https://avibase.bsc-eoc.org/species.jsp?avibaseid=4CD353D243C27F86,Least concern
