Scientific (Clements),TAGS,AVIBASE,CONS_STATUS
Tunchiornis ochraceiceps,UB::Mexico::Common UB::Guatemala::Common UB::Belize::Common UB::Honduras::Common UB::Nicaragua::Common UB::Costa-Rica::Common UB::Panama::Common UB::Colombia::Common UB::Colombia::Pacífica::Common UB::Colombia::Cauca::Common UB::Colombia::Chocó::Common UB::Colombia::Nariño::Common UB::Colombia::Valle-del-Cauca::Common UB::Venezuela::Common UB::Ecuador::Common UB::Ecuador::Ecuador-(mainland)::Common UB::Ecuador::Costa::Common UB::Ecuador::Esmeraldas::Common UB::Ecuador::Guayas-&-Santa-Elena::Common UB::Ecuador::Los-Ríos::Common UB::Ecuador::Oriente::Common UB::Ecuador::Napo-(former-province)::Common UB::Ecuador::Napo::Common UB::Ecuador::Orellana::Common UB::Ecuador::Pastaza::Common UB::Ecuador::Sucumbíos::Common UB::Ecuador::Zamora-Chinchipe::Common UB::Ecuador::Sierra::Common UB::Ecuador::Carchi::Common UB::Ecuador::Imbabura::Common UB::Ecuador::Pichincha-&-Santo-Domingo-de-los-Tsáchilas::Common UB::Ecuador::Pichincha::Common UB::Ecuador::Santo-Domingo-de-los-Tsáchilas::Common UB::Ecuador::Tungurahua::Common UB::Peru::Common UB::Peru::Inka::Common UB::Peru::Cusco::Common UB::Bolivia::Common UB::Brazil::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D832707B7882C9AE,Least concern
Tunchiornis ferrugineifrons,UB::Colombia::Common UB::Colombia::Amazonia::Common UB::Colombia::Amazonas::Common UB::Colombia::Caquetá::Common UB::Colombia::Guainía::Common UB::Colombia::Guaviare::Common UB::Colombia::Putumayo::Common UB::Colombia::Vaupés::Common UB::Venezuela::Common UB::Guyana::Common UB::Ecuador::Common UB::Ecuador::Ecuador-(mainland)::Common UB::Ecuador::Oriente::Common UB::Ecuador::Morona-Santiago::Common UB::Ecuador::Napo-(former-province)::Common UB::Ecuador::Napo::Common UB::Ecuador::Orellana::Common UB::Ecuador::Pastaza::Common UB::Ecuador::Sucumbíos::Common UB::Ecuador::Zamora-Chinchipe::Common UB::Peru::Common UB::Peru::Amazonas::Common UB::Peru::Loreto::Common UB::Peru::Inka::Common UB::Peru::Madre-de-Dios::Common UB::Peru::Los-Libertadores-Wari::Common UB::Peru::Ayacucho::Common UB::Peru::San-Martín-La-Libertad::Common UB::Peru::San-Martín::Common UB::Peru::Ucayali::Common UB::Peru::Ucayali::Common UB::Bolivia::Common UB::Brazil::Common UB::Brazil::North-Brazil::Common UB::Brazil::Acre::Common UB::Brazil::Amazonas::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=93AB2A9011F43D10,Least concern
Tunchiornis luteifrons,UB::Venezuela::Common UB::Guyana::Common UB::Suriname::Common UB::French-Guiana::Common UB::Brazil::Common UB::Brazil::North-Brazil::Common UB::Brazil::Amapá::Common UB::Brazil::Amazonas::Common UB::Brazil::Pará::Common UB::Brazil::Roraima::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=54F7D0B2F4914391,Least concern
Tunchiornis rubrifrons,UB::Guyana::Common UB::Brazil::Common UB::Brazil::North-Brazil::Common UB::Brazil::Center-West-Brazil::Common UB::Brazil::Amazonas::Common UB::Brazil::Mato-Grosso::Common UB::Brazil::Pará::Common UB::Brazil::Tocantins::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=14749B463919166B,Least concern
Pachysylvia decurtata,UB::Mexico::Common UB::Guatemala::Common UB::Belize::Common UB::El-Salvador::Common UB::Honduras::Common UB::Nicaragua::Common UB::Costa-Rica::Common UB::Panama::Common UB::Colombia::Common UB::Colombia::Bogotá::Common UB::Colombia::Distrito-Capital::Common UB::Colombia::Atlantica::Common UB::Colombia::Bolívar::Common UB::Colombia::Cesar::Common UB::Colombia::Córdoba::Common UB::Colombia::Sucre::Common UB::Colombia::Pacífica::Common UB::Colombia::Cauca::Common UB::Colombia::Chocó::Common UB::Colombia::Nariño::Common UB::Colombia::Valle-del-Cauca::Common UB::Colombia::Andina-Norte::Common UB::Colombia::Antioquia::Common UB::Colombia::Norte-de-Santander::Common UB::Colombia::Santander::Common UB::Colombia::Andina-Sur::Common UB::Colombia::Boyacá::Common UB::Colombia::Caldas::Common UB::Colombia::Cundinamarca::Common UB::Colombia::Huila::Common UB::Colombia::Risaralda::Common UB::Colombia::Tolima::Common UB::Ecuador::Common UB::Ecuador::Ecuador-(mainland)::Common UB::Ecuador::Costa::Common UB::Ecuador::El-Oro::Common UB::Ecuador::Esmeraldas::Common UB::Ecuador::Guayas-&-Santa-Elena::Common UB::Ecuador::Guayas::Common UB::Ecuador::Santa-Elena::Common UB::Ecuador::Los-Ríos::Common UB::Ecuador::Manabí::Common UB::Ecuador::Oriente::Common UB::Ecuador::Pastaza::Common UB::Ecuador::Sierra::Common UB::Ecuador::Azuay::Common UB::Ecuador::Bolívar::Common UB::Ecuador::Chimborazo::Common UB::Ecuador::Cañar::Common UB::Ecuador::Carchi::Common UB::Ecuador::Cotopaxi::Common UB::Ecuador::Imbabura::Common UB::Ecuador::Loja::Common UB::Ecuador::Pichincha-&-Santo-Domingo-de-los-Tsáchilas::Common UB::Ecuador::Pichincha::Common UB::Ecuador::Santo-Domingo-de-los-Tsáchilas::Common UB::Peru::Common UB::Peru::Grau::Common UB::Peru::Piura::Common UB::Peru::Tumbes::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=58274D5FA6720538,Least concern
Pachysylvia hypoxantha,UB::Colombia::Common UB::Colombia::Pacífica::Common UB::Colombia::Cauca::Common UB::Colombia::Nariño::Common UB::Colombia::Amazonia::Common UB::Colombia::Amazonas::Common UB::Colombia::Caquetá::Common UB::Colombia::Guainía::Common UB::Colombia::Guaviare::Common UB::Colombia::Putumayo::Common UB::Colombia::Vaupés::Common UB::Colombia::Orinoquia::Common UB::Colombia::Meta::Common UB::Colombia::Vichada::Common UB::Venezuela::Rare/Accidental UB::Ecuador::Common UB::Ecuador::Ecuador-(mainland)::Common UB::Ecuador::Oriente::Common UB::Ecuador::Morona-Santiago::Common UB::Ecuador::Napo-(former-province)::Common UB::Ecuador::Napo::Common UB::Ecuador::Orellana::Common UB::Ecuador::Pastaza::Common UB::Ecuador::Sucumbíos::Common UB::Ecuador::Zamora-Chinchipe::Common UB::Ecuador::Sierra::Common UB::Ecuador::Tungurahua::Rare/Accidental UB::Peru::Common UB::Peru::Andrés-Avelino-Cáceres::Common UB::Peru::Huánuco::Common UB::Peru::Junín::Common UB::Peru::Pasco::Common UB::Peru::Amazonas::Common UB::Peru::Loreto::Common UB::Peru::Inka::Common UB::Peru::Apurímac::Common UB::Peru::Cusco::Common UB::Peru::Madre-de-Dios::Common UB::Peru::José-Carlos-Mariátegui::Common UB::Peru::Puno::Common UB::Peru::Los-Libertadores-Wari::Common UB::Peru::Ayacucho::Common UB::Peru::Huancavelica::Common UB::Peru::Nor-Oriental-del-Marañón::Common UB::Peru::Amazonas::Common UB::Peru::Cajamarca::Common UB::Peru::San-Martín-La-Libertad::Common UB::Peru::San-Martín::Common UB::Peru::Ucayali::Common UB::Peru::Ucayali::Common UB::Bolivia::Common UB::Brazil::Common UB::Brazil::North-Brazil::Common UB::Brazil::Center-West-Brazil::Common UB::Brazil::Acre::Common UB::Brazil::Amazonas::Common UB::Brazil::Mato-Grosso::Common UB::Brazil::Mato-Grosso-do-Sul::Common UB::Brazil::Pará::Common UB::Brazil::Rondônia::Common UB::Brazil::Roraima::Common UB::Brazil::Tocantins::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=7FE65F399B783CB1,Least concern
Pachysylvia muscicapina,UB::Venezuela::Common UB::Guyana::Common UB::Suriname::Common UB::French-Guiana::Common UB::Bolivia::Common UB::Brazil::Common UB::Brazil::North-Brazil::Common UB::Brazil::Center-West-Brazil::Common UB::Brazil::Amapá::Common UB::Brazil::Amazonas::Common UB::Brazil::Goiás::Common UB::Brazil::Mato-Grosso::Common UB::Brazil::Pará::Common UB::Brazil::Rondônia::Common UB::Brazil::Roraima::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=66B55F55DA2B2CCD,Least concern
Pachysylvia aurantiifrons,UB::Panama::Common UB::Trinidad-and-Tobago::Common UB::Colombia::Common UB::Colombia::Atlantica::Common UB::Colombia::Atlántico::Common UB::Colombia::Bolívar::Common UB::Colombia::Cesar::Common UB::Colombia::Córdoba::Common UB::Colombia::La-Guajira::Common UB::Colombia::Magdalena::Common UB::Colombia::Sucre::Common UB::Colombia::Pacífica::Common UB::Colombia::Chocó::Common UB::Colombia::Amazonia::Common UB::Colombia::Putumayo::Common UB::Colombia::Andina-Norte::Common UB::Colombia::Antioquia::Common UB::Colombia::Norte-de-Santander::Common UB::Colombia::Santander::Common UB::Colombia::Andina-Sur::Common UB::Colombia::Boyacá::Common UB::Colombia::Cundinamarca::Common UB::Colombia::Orinoquia::Common UB::Colombia::Arauca::Common UB::Colombia::Casanare::Common UB::Colombia::Meta::Common UB::Venezuela::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=05336066B3997B9C,Least concern
Pachysylvia semibrunnea,UB::Colombia::Common UB::Colombia::Bogotá::Common UB::Colombia::Distrito-Capital::Common UB::Colombia::Atlantica::Common UB::Colombia::Bolívar::Common UB::Colombia::Cesar::Common UB::Colombia::Córdoba::Common UB::Colombia::La-Guajira::Common UB::Colombia::Pacífica::Common UB::Colombia::Cauca::Common UB::Colombia::Chocó::Common UB::Colombia::Nariño::Common UB::Colombia::Valle-del-Cauca::Common UB::Colombia::Amazonia::Common UB::Colombia::Caquetá::Common UB::Colombia::Putumayo::Common UB::Colombia::Andina-Norte::Common UB::Colombia::Antioquia::Common UB::Colombia::Norte-de-Santander::Common UB::Colombia::Santander::Common UB::Colombia::Andina-Sur::Common UB::Colombia::Boyacá::Common UB::Colombia::Caldas::Common UB::Colombia::Cundinamarca::Common UB::Colombia::Huila::Common UB::Colombia::Quindío::Common UB::Colombia::Risaralda::Common UB::Colombia::Tolima::Common UB::Colombia::Orinoquia::Common UB::Colombia::Arauca::Common UB::Colombia::Casanare::Common UB::Colombia::Meta::Common UB::Venezuela::Common UB::Ecuador::Common UB::Ecuador::Ecuador-(mainland)::Common UB::Ecuador::Costa::Common UB::Ecuador::Esmeraldas::Common UB::Ecuador::Oriente::Common UB::Ecuador::Napo-(former-province)::Common UB::Ecuador::Napo::Common UB::Ecuador::Orellana::Common UB::Ecuador::Pastaza::Common UB::Ecuador::Sucumbíos::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=204918E7C671BAC6,Least concern
Vireo hypochryseus,UB::Mexico::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CCF80099364E3BF2,Least concern
Vireo osburni,UB::Jamaica::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A505AE507D5224C6,Near-threatened
Vireo brevipennis,UB::Mexico::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=5C84E2D2C6A62B92,Least concern
Vireo atricapilla,UB::Canada::Rare/Accidental UB::Canada::British-Columbia::Rare/Accidental UB::Canada::Ontario::Rare/Accidental UB::Canada::Québec::Rare/Accidental UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::East-North-Central::Rare/Accidental UB::United-States::East-South-Central::Common UB::United-States::Mountain::Common UB::United-States::South-Atlantic::Rare/Accidental UB::United-States::West-North-Central::Common UB::United-States::West-South-Central::Common UB::United-States::Arizona::Rare/Accidental UB::United-States::Kansas::Rare/Accidental UB::United-States::Louisiana::Rare/Accidental UB::United-States::Michigan::Rare/Accidental UB::United-States::Mississippi::Rare/Accidental UB::United-States::Nebraska::Rare/Accidental UB::United-States::New-Mexico::Rare/Accidental UB::United-States::Oklahoma::Rare/Accidental UB::United-States::Texas::Common UB::Mexico::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=DEFD8414AB1AF286,Near-threatened
Vireo nelsoni,UB::Mexico::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CFAA63650FB841ED,Least concern
Vireo griseus,"UB::Canada::Common UB::Canada::Alberta::Rare/Accidental UB::Canada::British-Columbia::Rare/Accidental UB::Canada::Manitoba::Rare/Accidental UB::Canada::New-Brunswick::Rare/Accidental UB::Canada::Newfoundland-and-Labrador::Rare/Accidental UB::Canada::Nova-Scotia::Rare/Accidental UB::Canada::Ontario::Common UB::Canada::Prince-Edward-Island::Rare/Accidental UB::Canada::Québec::Rare/Accidental UB::Canada::Saskatchewan::Rare/Accidental UB::Saint-Pierre-et-Miquelon::Rare/Accidental UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::East-North-Central::Common UB::United-States::East-South-Central::Common UB::United-States::Middle-Atlantic::Common UB::United-States::Mountain::Common UB::United-States::New-England::Common UB::United-States::Pacific::Common UB::United-States::South-Atlantic::Common UB::United-States::West-North-Central::Common UB::United-States::West-South-Central::Common UB::United-States::Alabama::Common UB::United-States::Arkansas::Common UB::United-States::Arizona::Rare/Accidental UB::United-States::California::Rare/Accidental UB::United-States::Colorado::Rare/Accidental UB::United-States::Connecticut::Common UB::United-States::District-of-Columbia::Common UB::United-States::Delaware::Common UB::United-States::Florida::Common UB::United-States::Georgia::Common UB::United-States::Iowa::Common UB::United-States::Idaho::Rare/Accidental UB::United-States::Illinois::Common UB::United-States::Indiana::Common UB::United-States::Kansas::Common UB::United-States::Kentucky::Common UB::United-States::Louisiana::Common UB::United-States::Massachusetts::Common UB::United-States::Maryland::Common UB::United-States::Maine::Rare/Accidental UB::United-States::Michigan::Common UB::United-States::Minnesota::Rare/Accidental UB::United-States::Missouri::Common UB::United-States::Mississippi::Common UB::United-States::Montana::Rare/Accidental UB::United-States::North-Carolina::Common UB::United-States::North-Dakota::Rare/Accidental UB::United-States::Nebraska::Common UB::United-States::New-Hampshire::Common UB::United-States::New-Jersey::Common UB::United-States::New-Mexico::Rare/Accidental UB::United-States::Nevada::Rare/Accidental UB::United-States::New-York::Common UB::United-States::Ohio::Common UB::United-States::Oklahoma::Common UB::United-States::Oregon::Rare/Accidental UB::United-States::Pennsylvania::Common UB::United-States::Rhode-Island::Common UB::United-States::South-Carolina::Common UB::United-States::South-Dakota::Rare/Accidental UB::United-States::Tennessee::Common UB::United-States::Texas::Common UB::United-States::Utah::Rare/Accidental UB::United-States::Virginia::Common UB::United-States::Vermont::Rare/Accidental UB::United-States::Washington::Rare/Accidental UB::United-States::Wisconsin::Common UB::United-States::West-Virginia::Common UB::United-States::Wyoming::Rare/Accidental UB::Mexico::Common UB::Guatemala::Common UB::Belize::Common UB::El-Salvador::Common UB::Honduras::Common UB::Nicaragua::Rare/Accidental UB::Costa-Rica::Rare/Accidental UB::Panama::Rare/Accidental UB::Bermuda::Common UB::Bahamas::Rare/Accidental UB::Cuba::Common UB::Turks-and-Caicos-Islands::Rare/Accidental UB::Cayman-Islands::Common UB::Jamaica::Rare/Accidental UB::Haiti::Rare/Accidental UB::Dominican-Republic::Rare/Accidental UB::Puerto-Rico::Rare/Accidental UB::United-States-Virgin-Islands::Rare/Accidental UB::British-Virgin-Islands::Rare/Accidental UB::Saint-Martin::Common UB::Antigua-and-Barbuda::Rare/Accidental UB::Guadeloupe::Rare/Accidental UB::Trinidad-and-Tobago::Rare/Accidental UB::Bonaire,-Sint-Eustatius-and-Saba::Rare/Accidental UB::Sint-Maarten::Rare/Accidental UB::Colombia::Rare/Accidental UB::Colombia::Atlantica::Common UB::Colombia::Bolívar::Rare/Accidental UB::Colombia::San-Andrés-y-Providencia::Common UB::Colombia::Pacífica::Common UB::Colombia::Chocó::Common UB::Venezuela::Rare/Accidental UB::Portugal::Rare/Accidental UB::US-Minor-Outlying-Islands::Rare/Accidental  UB::Western-Palearctic::Rare/Accidental",https://avibase.bsc-eoc.org/species.jsp?avibaseid=D97F93CC29E30108,Least concern
Vireo crassirostris,UB::United-States::Common UB::United-States::US-lower-48::Rare/Accidental UB::United-States::South-Atlantic::Common UB::United-States::Florida::Rare/Accidental UB::Bahamas::Common UB::Cuba::Endemic-(country/region) UB::Turks-and-Caicos-Islands::Common UB::Cayman-Islands::Common UB::Haiti::Common UB::Dominican-Republic::Rare/Accidental,https://avibase.bsc-eoc.org/species.jsp?avibaseid=AEA614AFF94559C0,Least concern
Vireo pallens,UB::Mexico::Common UB::Guatemala::Common UB::Belize::Common UB::El-Salvador::Common UB::Honduras::Common UB::Nicaragua::Common UB::Costa-Rica::Common UB::Colombia::Outlying-islands-only UB::Colombia::Atlantica::Common UB::Colombia::San-Andrés-y-Providencia::Common UB::Colombia::Andina-Norte::Outlying-islands-only UB::Colombia::Santander::Outlying-islands-only,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A1FD40E8DE1502EE,Least concern
Vireo bairdi,UB::Mexico::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=080AFDB26F7AF2EB,Near-threatened
Vireo caribaeus,UB::Colombia::Outlying-islands-only UB::Colombia::Atlantica::Common UB::Colombia::San-Andrés-y-Providencia::Endemic UB::Colombia::Andina-Norte::Outlying-islands-only UB::Colombia::Santander::Outlying-islands-only,https://avibase.bsc-eoc.org/species.jsp?avibaseid=27936203923F0B39,Vulnerable
Vireo modestus,UB::Jamaica::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E57A870407F59F3C,Least concern
Vireo gundlachii,UB::United-States::Rare/Accidental UB::United-States::US-lower-48::Rare/Accidental UB::United-States::South-Atlantic::Rare/Accidental UB::United-States::Florida::Rare/Accidental UB::Cuba::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=73CF3166F8219CED,Least concern
Vireo latimeri,UB::Puerto-Rico::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F32AC03721452A54,Least concern
Vireo nanus,UB::Haiti::Endemic-(country/region) UB::Dominican-Republic::Endemic-(country/region),https://avibase.bsc-eoc.org/species.jsp?avibaseid=D25FD07A535C93D9,Least concern
Vireo bellii,UB::Canada::Rare/Accidental UB::Canada::British-Columbia::Rare/Accidental UB::Canada::New-Brunswick::Rare/Accidental UB::Canada::Nova-Scotia::Rare/Accidental UB::Canada::Ontario::Rare/Accidental UB::Canada::Québec::Rare/Accidental UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::East-North-Central::Common UB::United-States::East-South-Central::Rare/Accidental UB::United-States::Middle-Atlantic::Common UB::United-States::Mountain::Common UB::United-States::New-England::Rare/Accidental UB::United-States::Pacific::Common UB::United-States::South-Atlantic::Common UB::United-States::West-North-Central::Common UB::United-States::West-South-Central::Common UB::United-States::Alabama::Rare/Accidental UB::United-States::Arkansas::Common UB::United-States::Arizona::Common UB::United-States::California::Common UB::United-States::Colorado::Common UB::United-States::Connecticut::Rare/Accidental UB::United-States::District-of-Columbia::Rare/Accidental UB::United-States::Delaware::Rare/Accidental UB::United-States::Florida::Common UB::United-States::Georgia::Rare/Accidental UB::United-States::Iowa::Common UB::United-States::Idaho::Rare/Accidental UB::United-States::Illinois::Common UB::United-States::Indiana::Common UB::United-States::Kansas::Common UB::United-States::Kentucky::Common UB::United-States::Louisiana::Rare/Accidental UB::United-States::Massachusetts::Rare/Accidental UB::United-States::Maryland::Rare/Accidental UB::United-States::Maine::Rare/Accidental UB::United-States::Michigan::Rare/Accidental UB::United-States::Minnesota::Common UB::United-States::Missouri::Common UB::United-States::Mississippi::Common UB::United-States::Montana::Rare/Accidental UB::United-States::North-Carolina::Rare/Accidental UB::United-States::North-Dakota::Common UB::United-States::Nebraska::Common UB::United-States::New-Hampshire::Rare/Accidental UB::United-States::New-Jersey::Rare/Accidental UB::United-States::New-Mexico::Common UB::United-States::Nevada::Common UB::United-States::New-York::Rare/Accidental UB::United-States::Ohio::Common UB::United-States::Oklahoma::Common UB::United-States::Oregon::Rare/Accidental UB::United-States::Rhode-Island::Rare/Accidental UB::United-States::South-Carolina::Rare/Accidental UB::United-States::South-Dakota::Common UB::United-States::Tennessee::Rare/Accidental UB::United-States::Texas::Common UB::United-States::Utah::Common UB::United-States::Virginia::Rare/Accidental UB::United-States::Vermont::Rare/Accidental UB::United-States::Washington::Rare/Accidental UB::United-States::Wisconsin::Common UB::United-States::West-Virginia::Rare/Accidental UB::United-States::Wyoming::Rare/Accidental UB::Mexico::Common UB::Guatemala::Common UB::Belize::Rare/Accidental UB::El-Salvador::Rare/Accidental UB::Honduras::Rare/Accidental UB::Nicaragua::Rare/Accidental UB::Bahamas::Rare/Accidental,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C3168495CAA783E4,Least concern
Vireo vicinior,UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::East-North-Central::Rare/Accidental UB::United-States::Mountain::Common UB::United-States::Pacific::Common UB::United-States::West-North-Central::Rare/Accidental UB::United-States::West-South-Central::Common UB::United-States::Arizona::Common UB::United-States::California::Common UB::United-States::Colorado::Common UB::United-States::Kansas::Rare/Accidental UB::United-States::New-Mexico::Common UB::United-States::Nevada::Common UB::United-States::Oklahoma::Common UB::United-States::Texas::Common UB::United-States::Utah::Common UB::United-States::Wisconsin::Rare/Accidental UB::United-States::Wyoming::Rare/Accidental UB::Mexico::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=48DBE76DF83F5F6D,Least concern
Vireo huttoni,UB::Canada::Common UB::Canada::British-Columbia::Common UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::Mountain::Common UB::United-States::Pacific::Common UB::United-States::West-South-Central::Common UB::United-States::Arizona::Common UB::United-States::California::Common UB::United-States::Idaho::Common UB::United-States::New-Mexico::Common UB::United-States::Nevada::Rare/Accidental UB::United-States::Oregon::Common UB::United-States::Texas::Common UB::United-States::Washington::Common UB::Mexico::Common UB::Guatemala::Common UB::Honduras::Rare/Accidental,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1BDF5C0082135559,Least concern
Vireo flavifrons,"UB::Canada::Common UB::Canada::Alberta::Rare/Accidental UB::Canada::Manitoba::Common UB::Canada::New-Brunswick::Rare/Accidental UB::Canada::Newfoundland-and-Labrador::Rare/Accidental UB::Canada::Nova-Scotia::Rare/Accidental UB::Canada::Ontario::Common UB::Canada::Prince-Edward-Island::Rare/Accidental UB::Canada::Québec::Common UB::Canada::Saskatchewan::Common UB::Saint-Pierre-et-Miquelon::Rare/Accidental UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::East-North-Central::Common UB::United-States::East-South-Central::Common UB::United-States::Middle-Atlantic::Common UB::United-States::Mountain::Common UB::United-States::New-England::Common UB::United-States::Pacific::Common UB::United-States::South-Atlantic::Common UB::United-States::West-North-Central::Common UB::United-States::West-South-Central::Common UB::United-States::Alabama::Common UB::United-States::Arkansas::Common UB::United-States::Arizona::Rare/Accidental UB::United-States::California::Rare/Accidental UB::United-States::Colorado::Common UB::United-States::Connecticut::Common UB::United-States::District-of-Columbia::Common UB::United-States::Delaware::Common UB::United-States::Florida::Common UB::United-States::Georgia::Common UB::United-States::Iowa::Common UB::United-States::Idaho::Rare/Accidental UB::United-States::Illinois::Common UB::United-States::Indiana::Common UB::United-States::Kansas::Common UB::United-States::Kentucky::Common UB::United-States::Louisiana::Common UB::United-States::Massachusetts::Common UB::United-States::Maryland::Common UB::United-States::Maine::Common UB::United-States::Michigan::Common UB::United-States::Minnesota::Common UB::United-States::Missouri::Common UB::United-States::Mississippi::Common UB::United-States::Montana::Rare/Accidental UB::United-States::North-Carolina::Common UB::United-States::North-Dakota::Common UB::United-States::Nebraska::Common UB::United-States::New-Hampshire::Common UB::United-States::New-Jersey::Common UB::United-States::New-Mexico::Rare/Accidental UB::United-States::Nevada::Rare/Accidental UB::United-States::New-York::Common UB::United-States::Ohio::Common UB::United-States::Oklahoma::Common UB::United-States::Oregon::Rare/Accidental UB::United-States::Pennsylvania::Common UB::United-States::Rhode-Island::Common UB::United-States::South-Carolina::Common UB::United-States::South-Dakota::Common UB::United-States::Tennessee::Common UB::United-States::Texas::Common UB::United-States::Utah::Rare/Accidental UB::United-States::Virginia::Common UB::United-States::Vermont::Common UB::United-States::Washington::Rare/Accidental UB::United-States::Wisconsin::Common UB::United-States::West-Virginia::Common UB::United-States::Wyoming::Rare/Accidental UB::Mexico::Common UB::Guatemala::Common UB::Belize::Common UB::El-Salvador::Common UB::Honduras::Common UB::Nicaragua::Common UB::Costa-Rica::Common UB::Panama::Common UB::Bermuda::Rare/Accidental UB::Bahamas::Rare/Accidental UB::Cuba::Common UB::Turks-and-Caicos-Islands::Rare/Accidental UB::Cayman-Islands::Rare/Accidental UB::Jamaica::Rare/Accidental UB::Haiti::Common UB::Dominican-Republic::Common UB::Puerto-Rico::Rare/Accidental UB::United-States-Virgin-Islands::Rare/Accidental UB::British-Virgin-Islands::Rare/Accidental UB::Saint-Martin::Rare/Accidental UB::Saint-Kitts-and-Nevis::Rare/Accidental UB::Antigua-and-Barbuda::Rare/Accidental UB::Montserrat::Rare/Accidental UB::Guadeloupe::Rare/Accidental UB::Dominica::Rare/Accidental UB::Martinique::Rare/Accidental UB::Saint-Lucia::Rare/Accidental UB::Barbados::Rare/Accidental UB::St.Vincent-and-Grenadines::Rare/Accidental UB::Grenada::Rare/Accidental UB::Trinidad-and-Tobago::Rare/Accidental UB::Bonaire,-Sint-Eustatius-and-Saba::Rare/Accidental UB::Sint-Maarten::Rare/Accidental UB::Aruba::Rare/Accidental UB::Curaçao::Rare/Accidental UB::Colombia::Common UB::Colombia::Bogotá::Common UB::Colombia::Distrito-Capital::Common UB::Colombia::Atlantica::Common UB::Colombia::Atlántico::Common UB::Colombia::Bolívar::Common UB::Colombia::Cesar::Common UB::Colombia::Córdoba::Common UB::Colombia::La-Guajira::Common UB::Colombia::Magdalena::Common UB::Colombia::San-Andrés-y-Providencia::Common UB::Colombia::Sucre::Common UB::Colombia::Pacífica::Common UB::Colombia::Cauca::Common UB::Colombia::Chocó::Common UB::Colombia::Valle-del-Cauca::Common UB::Colombia::Amazonia::Rare/Accidental UB::Colombia::Putumayo::Common UB::Colombia::Vaupés::Rare/Accidental UB::Colombia::Andina-Norte::Common UB::Colombia::Antioquia::Common UB::Colombia::Norte-de-Santander::Common UB::Colombia::Santander::Common UB::Colombia::Andina-Sur::Common UB::Colombia::Boyacá::Common UB::Colombia::Caldas::Common UB::Colombia::Cundinamarca::Common UB::Colombia::Huila::Common UB::Colombia::Quindío::Common UB::Colombia::Risaralda::Common UB::Colombia::Tolima::Common UB::Colombia::Orinoquia::Common UB::Colombia::Arauca::Common UB::Colombia::Casanare::Common UB::Colombia::Meta::Common UB::Venezuela::Common UB::Ecuador::Rare/Accidental UB::Ecuador::Ecuador-(mainland)::Rare/Accidental UB::Ecuador::Oriente::Rare/Accidental UB::Ecuador::Napo-(former-province)::Rare/Accidental UB::Ecuador::Napo::Rare/Accidental UB::Ecuador::Sierra::Rare/Accidental UB::Ecuador::Carchi::Rare/Accidental UB::Ecuador::Imbabura::Rare/Accidental UB::Ecuador::Pichincha-&-Santo-Domingo-de-los-Tsáchilas::Rare/Accidental UB::Ecuador::Pichincha::Rare/Accidental UB::United-Kingdom::Rare/Accidental UB::Portugal::Rare/Accidental UB::Spain::Rare/Accidental UB::Germany::Rare/Accidental  UB::Western-Palearctic::Rare/Accidental",https://avibase.bsc-eoc.org/species.jsp?avibaseid=F8DDF6A6429E64D0,Least concern
Vireo carmioli,UB::Costa-Rica::Common UB::Panama::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=DDD6C145CE79BBB1,Least concern
