Scientific (Clements),TAGS,AVIBASE,CONS_STATUS
Phoeniconaias minor,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B06A9079584A8D53,Near-threatened
Phoenicoparrus andinus,,,
Phoenicoparrus jamesi,,,
Rollandia rolland,,,
Rollandia microptera,,,
Tachybaptus rufolavatus,,,
Tachybaptus ruficollis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=215FEA89A0F19F5C,Least concern
Tachybaptus novaehollandiae,,,
Tachybaptus pelzelnii,,,
Tachybaptus dominicus,,,
Podilymbus podiceps,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=9A8E55D00554A088,Least concern
Podilymbus gigas,,,
Poliocephalus poliocephalus,,,
Poliocephalus rufopectus,,,
Podiceps major,,,
Podiceps auritus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=018B316959E84738,Vulnerable
Podiceps grisegena,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1CBD2CED48B674A4,Least concern
Podiceps cristatus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=8F269702DC208010,Least concern
Podiceps nigricollis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=32DCEC14D7AE129B,Least concern
Podiceps andinus,,,
Podiceps occipitalis,,,
Podiceps taczanowskii,,,
Podiceps gallardoi,,,
Aechmophorus occidentalis,,,
Aechmophorus clarkii,,,
Opisthocomus hoazin,,,
Rhynochetos jubatus,,,
Eurypyga helias,,,
Phaethon lepturus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1D07B501FEAF0840,Least concern
Phaethon aethereus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=7EE005BD2701D129,Least concern
Phaethon rubricauda,,,
Gavia stellata,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6C50988A5445ED76,Least concern
Gavia arctica,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CA5852BE6E617DBD,Least concern
Gavia pacifica,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B7D7EF2398F42295,Least concern
Gavia immer,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=7E02237895784E9A,Least concern
Gavia adamsii,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=5349255DB4579713,Near-threatened
Aptenodytes patagonicus,,,
Aptenodytes forsteri,,,
Pygoscelis adeliae,,,
Pygoscelis papua,,,
Pygoscelis antarcticus,,,
Megadyptes antipodes,,,
Eudyptula minor,,,
Spheniscus demersus,,,
Spheniscus humboldti,,,
Spheniscus mendiculus,,,
Spheniscus magellanicus,,,
Eudyptes pachyrhynchus,,,
Eudyptes sclateri,,,
Eudyptes chrysolophus,,,
Eudyptes schlegeli,,,
Eudyptes chrysocome,,,
Eudyptes filholi,,,
Eudyptes moseleyi,,,
Eudyptes robustus,,,
Diomedea sanfordi,,,
Diomedea epomophora,,,
Diomedea exulans,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A28D8D38F9A022A4,Vulnerable
Diomedea dabbenena,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1048BC8A62BE30C0,Critically endangered
Diomedea antipodensis,,,
Diomedea amsterdamensis,,,
Phoebastria irrorata,,,
Phoebastria immutabilis,,,
Phoebastria nigripes,,,
Phoebastria albatrus,,,
Phoebetria fusca,,,
Phoebetria palpebrata,,,
Thalassarche chlororhynchos,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=EA2FA91827802E23,Endangered
Thalassarche carteri,,,
Thalassarche chrysostoma,,,
Thalassarche bulleri,,,
Thalassarche cauta,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=87797B4724F5DC9E,Least concern
Thalassarche salvini,,,
Thalassarche eremita,,,
Thalassarche melanophris,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F9FCB9FF95FD3440,Least concern
Oceanites oceanicus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D295D249BDB7E046,Least concern
Oceanites pincoyae,,,
Oceanites gracilis,,,
Garrodia nereis,,,
Pelagodroma marina,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E9DF118ED56564A9,Least concern
Fregetta grallaria,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=224E1093DDF013E4,Least concern
Fregetta maoriana,,,
Fregetta lineata,,,
Fregetta tropica,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=ACE8EADE6CE42400,Least concern
Nesofregetta fuliginosa,,,
Hydrobates pelagicus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E1638A370D09095C,Least concern
Hydrobates furcatus,,,
Hydrobates hornbyi,,,
Hydrobates leucorhous,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C5FB15C6D112FE91,Vulnerable
Hydrobates socorroensis,,,
Hydrobates cheimomnestes,,,
Hydrobates monorhis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=80DE86705CC16A9A,Near-threatened
Hydrobates homochroa,,,
Hydrobates castro,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D3FAE385D584B014,Least concern
Hydrobates monteiroi,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=3E579E5B93B9FF9A,Vulnerable
Hydrobates jabejabe,UB::Western-Palearctic::Endemic ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0F6A5DD68BE0A173,Least concern
Hydrobates tethys,,,
Hydrobates melania,,,
Hydrobates macrodactylus,,,
Hydrobates markhami,,,
Hydrobates matsudairae,,,
Hydrobates tristrami,,,
Hydrobates microsoma,,,
Macronectes giganteus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C1706A8B803AD6EF,Least concern
Macronectes halli,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F504C8DE4D185454,Least concern
Fulmarus glacialis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=049D9AEA4AFBFDFA,Least concern
Fulmarus glacialoides,,,
Thalassoica antarctica,,,
Daption capense,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=AAC2D6136C46A743,Least concern
Pagodroma nivea,,,
Aphrodroma brevirostris,,,
Pterodroma rupinarum,,,
Pterodroma macroptera,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=508E7E59EF3A45EA,Least concern
Pterodroma gouldi,,,
Pterodroma neglecta,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=889232C779ABDB24,Least concern
Pterodroma magentae,,,
Pterodroma arminjoniana,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=8116523B40EF3745,Vulnerable
Pterodroma heraldica,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6C34881726A5477B,Least concern
Pterodroma ultima,,,
Pterodroma solandri,,,
Pterodroma atrata,,,
Pterodroma madeira,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A6EA486B4C3CA2A5,Endangered
Pterodroma feae,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CFE78BAC9F38FCCD,Near-threatened
Pterodroma deserta,UB::Western-Palearctic::Breeding-endemic ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F93629B0601FD107,Vulnerable
Pterodroma mollis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=12286A1E6662F54C,Least concern
Pterodroma baraui,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D956176F1CC0F3AF,Endangered
Pterodroma lessonii,,,
Pterodroma inexpectata,,,
Pterodroma cahow,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F6533C4B9F518365,Endangered
Pterodroma hasitata,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=DCD73C3AFC4BDD4B,Endangered
Pterodroma caribbaea,,,
Pterodroma externa,,,
Pterodroma incerta,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=23865D2512972A80,Endangered
Pterodroma phaeopygia,,,
Pterodroma sandwichensis,,,
Pterodroma cervicalis,,,
Pterodroma hypoleuca,,,
Pterodroma nigripennis,,,
Pterodroma axillaris,,,
Pterodroma cookii,,,
Pterodroma defilippiana,,,
Pterodroma leucoptera,,,
Pterodroma brevipes,,,
Pterodroma longirostris,,,
Pterodroma pycrofti,,,
Pterodroma alba,,,
Pterodroma occulta,,,
Halobaena caerulea,,,
Pachyptila turtur,,,
Pachyptila vittata,,,
Pachyptila salvini,,,
Pachyptila macgillivrayi,,,
Pachyptila desolata,,,
Pachyptila belcheri,,,
Pachyptila crassirostris,,,
Bulweria bulwerii,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=058773E4925D5D2E,Least concern
Bulweria fallax,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F501ED18B26262B3,Near-threatened
Bulweria bifax,,,
Pseudobulweria macgillivrayi,,,
Pseudobulweria aterrima,,,
Pseudobulweria rostrata,,,
Pseudobulweria becki,,,
Procellaria cinerea,,,
Procellaria aequinoctialis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=35EB45A0494AEE57,Vulnerable
Procellaria conspicillata,,,
Procellaria parkinsoni,,,
Procellaria westlandica,,,
Calonectris leucomelas,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=13B165A3056EF798,Near-threatened
Calonectris borealis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=710BB4E6D1B2E7FF,Least concern
Calonectris diomedea,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CA4D268D439B2832,Least concern
Calonectris edwardsii,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D6AB20A5DC3C2649,Near-threatened
Ardenna creatopus,,,
Ardenna carneipes,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=08F22F8404DCC0D2,Near-threatened
Ardenna gravis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=8B879DFA2AFB1481,Least concern
Ardenna pacifica,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E94A7272C71031C6,Least concern
Ardenna bulleri,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=83F9C0586496AA33,Vulnerable
Ardenna grisea,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1725B07D51A40D6A,Near-threatened
Ardenna tenuirostris,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=60825BF601060350,Least concern
Puffinus nativitatis,,,
Puffinus subalaris,,,
Puffinus puffinus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=5AEDC00231A5201C,Least concern
Puffinus yelkouan,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=FD97EC1E6EB57033,Vulnerable
Puffinus mauretanicus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=42F573C742DA4333,Critically endangered
Puffinus huttoni,,,
Puffinus bannermani,,,
Puffinus auricularis,,,
Puffinus newelli,,,
Puffinus myrtae,,,
Puffinus bryani,,,
Puffinus opisthomelas,,,
Puffinus gavia,,,
Puffinus assimilis,,,
Puffinus elegans,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6F4BBFE2ABA8D391,Least concern
Puffinus baroli,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=5F555FDD48DEAC1C,Least concern
Puffinus boydi,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C817F45510E37F8A,Least concern
Puffinus lherminieri,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=06C36D41443C29AF,Least concern
Puffinus bailloni,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6DA05B66DC30A0D9,Least concern
Puffinus persicus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=198120BB773A3C38,Least concern
Puffinus heinrothi,,,
Pelecanoides garnotii,,,
Pelecanoides urinatrix,,,
Pelecanoides georgicus,,,
Pelecanoides magellani,,,
Anastomus oscitans,,,
Anastomus lamelligerus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0F14ECE44F616F74,Least concern
Ciconia nigra,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E2817DAE1B24B31E,Least concern
Ciconia abdimii,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=26CD03193C89F18B,Least concern
Ciconia microscelis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=5157C558FE47A6C9,Least concern
Ciconia episcopus,,,
Ciconia stormi,,,
Ciconia maguari,,,
Ciconia ciconia,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=28825494A08AFE5A,Least concern
Ciconia boyciana,,,
Ephippiorhynchus asiaticus,,,
Ephippiorhynchus senegalensis,,,
Jabiru mycteria,,,
Leptoptilos javanicus,,,
Leptoptilos crumenifer,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=03C0F97C496962D8,Least concern
Leptoptilos dubius,,,
Mycteria americana,,,
Mycteria cinerea,,,
Mycteria ibis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=4F92C8924C9382AA,Least concern
Mycteria leucocephala,,,
Fregata aquila,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=00E090F87F64DBDB,Vulnerable
Fregata magnificens,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=8AA3B42E976C7B2A,Least concern
Fregata ariel,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=09ED7E926715445E,Least concern
Fregata minor,,,
Fregata andrewsi,,,
Papasula abbotti,,,
Morus bassanus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=534FB490884C6D33,Least concern
Morus capensis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=775E93D7FC5685AC,Endangered
Morus serrator,,,
Sula sula,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0A4609D14FC148DF,Least concern
Sula leucogaster,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=05520B42BE95E3ED,Least concern
Sula brewsteri,,,
Sula dactylatra,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=22D1B4A2F0911712,Least concern
Sula granti,,,
Sula nebouxii,,,
Sula variegata,,,
Anhinga anhinga,,,
Anhinga rufa,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=5C7936A7E5949CE8,Least concern
Anhinga melanogaster,,,
Anhinga novaehollandiae,,,
Microcarbo melanoleucos,,,
Microcarbo africanus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E255DCE15494936B,Least concern
Microcarbo coronatus,,,
Microcarbo niger,,,
Microcarbo pygmaeus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=AFF49475BDB69B4E,Least concern
Poikilocarbo gaimardi,,,
Urile penicillatus,,,
Urile urile,,,
Urile pelagicus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A429B5B8397A0907,Least concern
Urile perspicillatus,UB::Western-Palearctic::Endemic-(country/region) ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F7CFAA5DEC6DE2C0,Extinct
Phalacrocorax neglectus,,,
Phalacrocorax capensis,,,
Phalacrocorax carbo,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=3DF5C587CE3CF1E1,Least concern
Phalacrocorax capillatus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=EF2F3A05CF0F47D5,Least concern
Phalacrocorax nigrogularis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=7947E6036EA2F549,Vulnerable
Phalacrocorax punctatus,,,
Phalacrocorax featherstoni,,,
Phalacrocorax fuscicollis,,,
Phalacrocorax sulcirostris,,,
Phalacrocorax varius,,,
Phalacrocorax fuscescens,,,
Gulosus aristotelis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CECC7B264A61BD22,Least concern
Nannopterum harrisi,,,
Nannopterum auritum,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=3AC46C54EE4A6251,Least concern
Nannopterum brasilianum,,,
Leucocarbo magellanicus,,,
Leucocarbo bougainvilliorum,,,
Leucocarbo ranfurlyi,,,
Leucocarbo carunculatus,,,
Leucocarbo chalconotus,,,
Leucocarbo onslowi,,,
Leucocarbo colensoi,,,
Leucocarbo campbelli,,,
Leucocarbo atriceps,,,
Eudocimus albus,,,
Eudocimus ruber,,,
Plegadis falcinellus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D4540F880A3EC3BB,Least concern
Plegadis chihi,,,
Plegadis ridgwayi,,,
Lophotibis cristata,,,
Cercibis oxycerca,,,
Mesembrinibis cayennensis,,,
Phimosus infuscatus,,,
Theristicus caerulescens,,,
Theristicus caudatus,,,
Theristicus melanopis,,,
Theristicus branickii,,,
Threskiornis aethiopicus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=550DE745B77C8079,Least concern
Threskiornis bernieri,,,
Threskiornis solitarius,,,
Threskiornis melanocephalus,,,
Threskiornis molucca,,,
Threskiornis spinicollis,,,
Pseudibis papillosa,,,
Pseudibis davisoni,,,
Pseudibis gigantea,,,
Geronticus eremita,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B20FECE2231097F4,Endangered
Geronticus calvus,,,
Nipponia nippon,,,
Bostrychia olivacea,,,
Bostrychia bocagei,,,
Bostrychia rara,,,
Bostrychia hagedash,,,
Bostrychia carunculata,,,
Platalea leucorodia,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A0A584C1E7D786FE,Least concern
Platalea regia,,,
Platalea alba,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F86BB1D3818BDB03,Least concern
Platalea minor,,,
Platalea flavipes,,,
Platalea ajaja,,,
Tigriornis leucolopha,,,
Tigrisoma lineatum,,,
Tigrisoma mexicanum,,,
Tigrisoma fasciatum,,,
Cochlearius cochlearius,,,
Agamia agami,,,
Zebrilus undulatus,,,
Botaurus stellaris,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0F42F11AC607C758,Least concern
Botaurus poiciloptilus,,,
Botaurus lentiginosus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=13E9F9B48CD5A08A,Least concern
Botaurus pinnatus,,,
Botaurus involucris,,,
Botaurus exilis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0B361ED83051417E,Least concern
Botaurus flavicollis,,,
Botaurus cinnamomeus,,,
Botaurus eurhythmus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E04AFC71BCFB544D,Least concern
Botaurus sturmii,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=87EEBD3E5FE01CA2,Least concern
Botaurus minutus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=7AAD57ACA1C4ECA9,Least concern
Botaurus sinensis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1BFBF5D5663468B1,Least concern
Botaurus dubius,,,
Botaurus novaezelandiae,,,
Nyctanassa violacea,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C677249004161A94,Least concern
Nyctanassa carcinocatactes,,,
Nycticorax nycticorax,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6BB94D7EA4D041A8,Least concern
